id,isv,translations,helperWords,match,?min,?avg,?max,Rmin,Rmax,comments
36283,afrodiziak,afrodyzjak,,,,,,,,
24105,agava,agawa,,,,,,,,
113,agencija,agencja,,,,,,,,
24107,agent,agent,,,,,,,,
24110,#agentura,agentura,,,,,,,,
24111,agitacija,agitacja,,,,,,,,
24112,agitator,agitator,,,,,,,,
24113,agitka,agitka,,,,,,,,
24114,agitovati,agitowa?,,,,,,,,
35785,aglomeracija,aglomeracja,,,,,,,,
19631,aglutinacija,aglutynacja,,,,,,,,
24116,aglutinativny,aglutynacyjny,,,,,,,,
24118,agnosticizm,agnostycyzm,,,,,,,,
24119,agnostik,agnostyk,,,,,,,,
24120,agonija,agonia,,,,,,,,
24121,agonizovati,zam?cza?,,,,,,,,
24124,agrarny,rolniczy,,,,,,,,
24125,agregat,agregat,,,,,,,,
24127,agresija,agresja,,,,,,,,
24128,agresivny,agresywny,,,,,,,,
24129,agresor,agresor,,,,,,,,
24130,agrikultura,rolnictwo,,,,,,,,
24131,agronom,agronom,,,,,,,,
24132,agronomi?ny,agronomiczny,,,,,,,,
24133,agronomija,agronomia,,,,,,,,
24134,ah,ach,,,,,,,,
24135,aha,acha,,,,,,,,
4886,ahoj,cze??,,,,,,,,
24136,aj,"a?a!, aj!",,,,,,,,
24137,ajsberg,g?ra lodowa,,,,,,,,
24138,akacija,akacja,,,,,,,,
16262,akademi?sky,akademiczny,,,,,,,,
4639,akademija,akademia,,,,,,,,
24141,akademik,akademik,,,,,,,,
34994,aka?je,akanie,,,,,,,,
6130,akcent,"akcent, nacisk",,,,,,,,
24148,akcentovati,"akcentowa?, zaznacza?",,,,,,,,
24149,akcentuacija,akcentowanie,,,,,,,,
4951,akceptacija,akceptacja,,,,,,,,
111,akceptovati,akceptowa?,,,,,,,,
115,akcija,"udzia?, akcja (papier warto?ciowy)",,,,,,,,
2849,akcija,"akcja, dzia?anie",,,,,,,,
24152,akcioner,akcjonariusz,,,,,,,,
24153,akcionerny kapital,kapita? akcyjny,,,,,,,,
24154,akciz,akcyza,,,,,,,,
24155,aklimatizacija,aklimatyzacja,,,,,,,,
24156,aklimatizovati,aklimatyzowa?,,,,,,,,
6387,akne,"tr?dzik, pryszcz",,,,,,,,
17112,ako by,jakby,,,,,,,,
17113,ako by,je?eliby,,,,,,,,
17114,ako by,je?liby,,,,,,,,
6133,ako li,je?li,,,,,,,,
23672,ako ne,"je?eli nie, chyba ?e",,,,,,,,
17076,ako,"je?li, je?eli",,,,,,,,
17110,ako,jako,,,,,,,,
32593,akolada,akolada,,,,,,,,
36472,akolada,"akolada (ceremonia), pasowanie na rycerza",,,,,,,,
24161,akomodacija,akomodacja,,,,,,,,
24163,akompanement,akompaniament,,,,,,,,
24164,akompaniator,akompaniator,,,,,,,,
24165,akompanovati,akompaniowa?,,,,,,,,
24167,akord,akord,,,,,,,,
24168,akordeon,akordeon,,,,,,,,
24169,akr,akr,,,,,,,,
24173,akrobat,akrobata,,,,,,,,
34769,akrobatika,akrobatyka,,,,,,,,
24174,akrobatka,akrobatka,,,,,,,,
24175,akrobatsky,akrobatyczny,,,,,,,,
33563,aksamit,aksamit,,,,,,,,
33564,aksamitny,aksamitny,,,,,,,,
32543,aksia?ny,osiowy,,,,,,,,
24180,aksioma,"aksjomat, pewnik",,,,,,,,
119,akt,"akt (czynno??), akt notarialny",,,,,,,,
2307,aktivist,dzia?acz,,,,,,,,
24189,aktivistka,dzia?aczka,,,,,,,,
35786,aktivitet,aktywno??,,,,,,,,
16921,aktivno,aktywnie,,,,,,,,
5142,aktivnos?,aktywno??,,,,,,,,
43,aktivny,aktywny,,,,,,,,
24190,aktivovati,"uruchomi?, aktywowa?",,,,,,,,
6134,aktor,aktor,,,,,,,,
24194,aktorka,aktorka,,,,,,,,
36683,aktorsky,aktorski,,,,,,,,
24197,aktrisa,aktorka,,,,,,,,
34899,aktualizacija,aktualizacja,,,,,,,,
34900,aktualizovati,aktualizowa?,,,,,,,,
17117,aktua?nos?,aktualno??,,,,,,,,
5125,aktua?ny,"aktualny, obecny",,,,,,,,
20330,akula,rekin,,,,,,,,
24201,akumulacija,gromadzenie,,,,,,,,
24202,akumulator,akumulator,,,,,,,,
24203,akumulovati,gromadzi?,,,,,,,,
24204,akurat,dok?adnie,,,,,,,,
24205,akuratnos?,"dok?adno??, precyzja",,,,,,,,
24206,akuratny,dok?adny,,,,,,,,
24207,akusti?ny,akustyczny,,,,,,,,
24208,akustika,akustyka,,,,,,,,
24210,aku?erka,po?o?na,,,,,,,,
24211,aku?ersky,po?o?ny,,,,,,,,
24212,aku?erstvo,po?o?nictwo,,,,,,,,
24213,akut,akcent ostry,,,,,,,,
16922,akuzativ,biernik,,,,,,,,
24216,akvamarin,akwamaryna,,,,,,,,
24217,akvarelist,akwarelista,,,,,,,,
24218,akvarelj,akwarela,,,,,,,,
24219,akvarium,akwarium,,,,,,,,
24220,akvedukt,akwedukt,,,,,,,,
24223,alabastr,alabaster,,,,,,,,
24224,alarm,alarm,,,,,,,,
133,Albanec,Alba?czyk,,,,,,,,
4732,Albanija,Albania,,,,,,,,
6388,Albanka,Albanka,,,,,,,,
142,albansky,alba?ski,,,,,,,,
23563,albatros,albatros,,,,,,,,
24248,album,album,,,,,,,,
134,ale,ale,,,,,,,,
24229,alegori?ny,alegoryczny,,,,,,,,
5856,alegorija,alegoria,,,,,,,,
24231,aleja,aleja,,,,,,,,
36743,alergi?ny,"alergiczny, uczulony",,,,,,,,
36742,alergija,"alergia, uczulenie",,,,,,,,
45,alfabet,alfabet,,,,,,,,
3968,alfabeti?ny,alfabetyczny,,,,,,,,
32939,alga,alga,,,,,,,,
23490,algebra,algebra,,,,,,,,
23492,algoritm,algorytm,,,,,,,,
24238,alhimija,alchemia,,,,,,,,
24239,alhimik,alchemik,,,,,,,,
107,alians,"przymierze, sojusz",,,,,,,,
24240,alibi,alibi,,,,,,,,
24241,aligator,aligator,,,,,,,,
24244,alimenty,alimenty,,,,,,,,
24245,aliteracija,aliteracja,,,,,,,,
24267,aljur,"powab, czar",,,,,,,,
4647,alkohol,alkohol,,,,,,,,
4648,alkoholi?ny,alkoholowy,,,,,,,,
23277,alkoholik,alkoholik,,,,,,,,
24274,alkoholizm,alkoholizm,,,,,,,,
24253,alkov,wn?ka,,,,,,,,
24279,allegro,allegro,,,,,,,,
24254,almanah,almanach,,,,,,,,
24281,almaz,diament,,,,,,,,
24282,alo,halo,,,,,,,,
24283,aloe,aloes,,,,,,,,
15759,alpijsky,alpejski,,,,,,,,
5757,alpinist,alpinista,,,,,,,,
24256,alpinizm,alpinizm,,,,,,,,
59,Alpy,Alpy,,,,,,,,
23443,alt,alt?wka,,,,,,,,
32998,alt,alt,,,,,,,,
35767,"altana, altanka",altanka,,,,,,,,
24259,alternativa,alternatywa,,,,,,,,
17119,alternativny,alternatywny,,,,,,,,
24261,altruist,altruista,,,,,,,,
24262,altruisti?ny,altruistyczny,,,,,,,,
24263,altruizm,altruizm,,,,,,,,
22608,aluminij,aluminium,,,,,,,,
24265,aluminijevy,aluminiowy,,,,,,,,
35536,aluzija,aluzja,,,,,,,,
24269,alveolarny,"dzi?s?owy, z?bodo?owy",,,,,,,,
5919,Al?irija,Algeria,,,,,,,,
35594,amater,amator,,,,,,,,
36059,ambar,stodo?a,,,,,,,,
127,ambasada,ambasada,,,,,,,,
24290,ambicija,ambicja,,,,,,,,
32530,ambiciozny,ambitny,,,,,,,,
36759,ambivalentnos?,ambiwalencja,,,,,,,,
36758,ambivalentny,ambiwalentny,,,,,,,,
24291,ambrazura,"luk, iluminator",,,,,,,,
24294,ameba,ameba,,,,,,,,
131,Amerika,Ameryka,,,,,,,,
136,Amerikanec,Amerykanin,,,,,,,,
6400,Amerikanka,Amerykanka,,,,,,,,
6404,Amerikanska Samoa,Samoa Ameryka?skie,,,,,,,,
12580,Amerikanske D?vi?je Ostrovy,Wyspy Dziewicze Stan?w Zjednoczonych,,,,,,,,
52,amerikansky,ameryka?ski,,,,,,,,
24296,ametist,ametyst,,,,,,,,
23198,amfetamin,amfetamina,,,,,,,,
23197,amfiteatr,amfiteatr,,,,,,,,
19632,amin,amen,,,,,,,,
24298,amnestija,amnestia,,,,,,,,
24299,amnestovati,amnestionowa?,,,,,,,,
36331,amnezija,amnezja,,,,,,,,
24301,amonij,amon,,,,,,,,
24302,amonijak,amoniak,,,,,,,,
24304,amora?ny,niemoralny,,,,,,,,
24305,amortizacija,amortyzacja,,,,,,,,
3835,amortizator,amortyzator,,,,,,,,
24307,amortizovati,amortyzowa?,,,,,,,,
34096,amputacija,amputacja,,,,,,,,
34095,amputovati,amputowa?,,,,,,,,
36760,amulet,amulet,,,,,,,,
32325,amunicija,amunicja,,,,,,,,
35336,anahroni?ny,anachroniczny,,,,,,,,
35337,anahronizm,anachronizm,,,,,,,,
24309,analfabet,analfabeta,,,,,,,,
24310,analfabetizm,analfabetyzm,,,,,,,,
14440,analiti?no,analitycznie,,,,,,,,
4172,analiti?ny,analityczny,,,,,,,,
904,analitik,analityk,,,,,,,,
4171,analiza,analiza,,,,,,,,
3969,analizovati,analizowa?,,,,,,,,
16411,ana?ny,analny,,,,,,,,
23209,analogi?ny,analogiczny,,,,,,,,
23208,analogija,analogia,,,,,,,,
32110,anamneza,wywiad lekarski,,,,,,,,
24311,ananas,ananas,,,,,,,,
5057,anarhija,anarchia,,,,,,,,
5058,anarhist,anarchista,,,,,,,,
23491,anarhizm,anarchizm,,,,,,,,
23494,anatomi?ny,anatomiczny,,,,,,,,
23493,anatomija,anatomia,,,,,,,,
24312,Andora,Andora,,,,,,,,
5718,anekdota,anegdota,,,,,,,,
36190,aneksija,aneksja,,,,,,,,
36191,aneksovati,"aneksowa?, anektowa?",,,,,,,,
20331,anemi?ny,anemiczny,,,,,,,,
20332,anemija,anemia,,,,,,,,
19633,anestezija,znieczulenie,,,,,,,,
36752,anestezija,"anestezja, znieczulenie",,,,,,,,
229,angel,anio?,,,,,,,,
24314,anglicizm,anglicyzm,,,,,,,,
20333,"Angli?an, Angli?anin",Anglik,,,,,,,,
35052,Anglija,Anglia,,,,,,,,
19634,anglijskoj?zy?ny,"angloj?zyczny, angielskoj?zyczny",,,,,,,,
23464,anglijsky ro?ek,ro?ek angielski,,,,,,,,
2850,anglijsky,angielski,,,,,,,,
19635,anglosaksonsky,anglosakso?ski,,,,,,,,
256,Angola,Angola,,,,,,,,
36537,animacija,animacja,,,,,,,,
36700,animovany film,film animowany,,,,,,,,
36798,anis,any?,,,,,,,,
3797,anketa,"kwestionariusz, ankieta",,,,,,,,
32722,anketa,"sonda?, ankieta",,,,,,,,
35755,anomalija,anomalia,,,,,,,,
3949,anonimny,anonimowy,,,,,,,,
34753,antagonist,antagonista,,,,,,,,
35738,antagonizm,antagonizm,,,,,,,,
4898,Antarktida,Antarktyda,,,,,,,,
32494,antena,antena,,,,,,,,
16368,anti-,anty-,,,,,,,,
36753,antibiotik,antybiotyk,,,,,,,,
16367,anti?nos?,"staro?ytno??, antyczno??",,,,,,,,
16369,anti?ny,"staro?ytny, antyczny",,,,,,,,
17120,antihrist,antychryst,,,,,,,,
35717,antikvariat,antykwariat,,,,,,,,
32493,antilopa,antylopa,,,,,,,,
22629,antimon,antymon,,,,,,,,
35432,antipatija,antypatia,,,,,,,,
22808,antisemitizm,antysemityzm,,,,,,,,
36754,antit?lo,przeciwcia?o,,,,,,,,
35825,antologija,antologia,,,,,,,,
23495,antropologija,antropologia,,,,,,,,
4952,anulacija,anulowanie,,,,,,,,
37,anulovati,"anulowa?, skasowa?, uniewa?ni?",,,,,,,,
16250,anus,odbyt,,,,,,,,
19636,aorist,aoryst,,,,,,,,
6263,aparat,"aparatura, aparat",,,,,,,,
39,apelacija,"apel, wezwanie, apelacja",,,,,,,,
15689,apelacijny s?d,s?d apelacyjny,,,,,,,,
15690,apelacijny,apelacyjny,,,,,,,,
15692,apelant,apelant,,,,,,,,
60,apelovati,apelowa?,,,,,,,,
6422,apendektomija,appendektomia,,,,,,,,
15764,apendiks,wyrostek robaczkowy,,,,,,,,
150,apetit,apetyt,,,,,,,,
36574,aplikacija,"aplikacja, apka",,,,,,,,
15240,aplodova?je,pobieranie (komp.),,,,,,,,
5624,aplodovati,pobiera? (komp.),,,,,,,,
36316,apokalipsa,apokalipsa,,,,,,,,
36315,apokalipti?ny,apokaliptyczny,,,,,,,,
32728,aposteriorny,aposterioryczny,,,,,,,,
6167,apostol,aposto?,,,,,,,,
32556,apostrof,apostrof,,,,,,,,
4026,aprilj,kwiecie?,,,,,,,,
32727,apriorny,aprioryczny,,,,,,,,
35575,Arab,Arab,,,,,,,,
35576,Arabka,Arabka,,,,,,,,
2166,arabsky,arabski,,,,,,,,
36413,aran?evati,aran?owa?,,,,,,,,
36414,aran?man,aran?acja,,,,,,,,
19637,arbiter,"arbiter, s?dzia (sport)",,,,,,,,
36761,arbitra?,arbitra?,,,,,,,,
38,arcivojevoda,arcyksi???,,,,,,,,
5789,are?t,areszt,,,,,,,,
122,are?tovati,aresztowa?,,,,,,,,
22388,Argentina,Argentyna,,,,,,,,
22389,argentinsky,argenty?ski,,,,,,,,
22614,argon,argon,,,,,,,,
19638,argument,argument,,,,,,,,
19639,argumentacija,argumentacja,,,,,,,,
19640,argumentovati,argumentowa?,,,,,,,,
4382,arhai?ny,"archaiczny, przestarza?y",,,,,,,,
4383,arhaizm,archaizm,,,,,,,,
4419,arheolog,archeolog,,,,,,,,
4420,arheologi?ny,archeologiczny,,,,,,,,
4418,arheologija,archeologia,,,,,,,,
6166,arhiepiskop,arcybiskup,,,,,,,,
36677,arhipelag,arhipelag,,,,,,,,
4893,arhitekt,architekt,,,,,,,,
4894,arhitektura,architektura,,,,,,,,
35659,arhitekturny,architektoniczny,,,,,,,,
35235,arhiv,archiwum,,,,,,,,
35281,arhivny,archiwalny,,,,,,,,
35236,arhivovati,archiwizowa?,,,,,,,,
5721,aristokracija,"arystokracja, szlachta",,,,,,,,
5720,aristokrat,"arystokrata, szlachcic",,,,,,,,
5722,aristokrati?ny,"arystokratyczny, szlachecki",,,,,,,,
17124,aristokratka,arystokratka,,,,,,,,
21256,aritmetika,arytmetyka,,,,,,,,
17126,arka,arka,,,,,,,,
23500,Arkti?ny okean,Ocean Arktyczny,,,,,,,,
5920,arkti?ny,arktyczny,,,,,,,,
6206,Arktika,Arktyka,,,,,,,,
5059,Armenija,Armenia,,,,,,,,
5060,arm?nsky,Arme?ski,,,,,,,,
123,armija,"wojsko, armia",,,,,,,,
1851,arogancija,arogancja,,,,,,,,
35635,arogantny,arogancki,,,,,,,,
24324,aromat,"aromat, wo?",,,,,,,,
22625,arsen,arsen,,,,,,,,
34,arsenal,arsena?,,,,,,,,
35705,artefakt,artefakt,,,,,,,,
15244,arterija,t?tnica,,,,,,,,
24325,artikulacija,artykulacja,,,,,,,,
24326,artilerija,artyleria,,,,,,,,
33,artist,artysta,,,,,,,,
15768,artisti?ny,arystyczny,,,,,,,,
31843,as,as (karty),,,,,,,,
24327,asfalt,asfalt,,,,,,,,
24328,asfaltobeton,asfaltobeton,,,,,,,,
36762,asimetri?ny,asymetryczny,,,,,,,,
16263,asimilacija,asymilacja,,,,,,,,
6246,asimilovati,asymilowa?,,,,,,,,
35787,asociacija,stowarzyszenie,,,,,,,,
19641,aspekt,aspekt,,,,,,,,
21257,asteroid,asteroida,,,,,,,,
31854,astma,astma,,,,,,,,
22973,astrolog,astrolog,,,,,,,,
16264,astrologi?ny,astrologiczny,,,,,,,,
4895,astrologija,astrologia,,,,,,,,
24330,astronavt,astronauta,,,,,,,,
21258,astronom,astronom,,,,,,,,
16265,astronomi?ny,astronomiczny,,,,,,,,
18,astronomija,astronomia,,,,,,,,
32,ataka,atak,,,,,,,,
3970,atakovati,atakowa?,,,,,,,,
23503,ateist,ateista,,,,,,,,
23502,ateizm,ateizm,,,,,,,,
16923,atemati?ny,nier?wnotematowy (gram.),,,,,,,,
23526,Atiny,Ateny,,,,,,,,
23497,Atlanti?ny okean,Atlantyk,,,,,,,,
35020,atlanti?ny,atlantycki,,,,,,,,
35093,atlet,atleta,,,,,,,,
35095,atleti?ny,atletyczny,,,,,,,,
35094,atletika,atletyka,,,,,,,,
35084,atmosfera,atmosfera,,,,,,,,
4661,atom,atom,,,,,,,,
23321,atomna bomba,bomba atomowa,,,,,,,,
23184,atrakcija,"atrakcja, poci?g (do czego?)",,,,,,,,
35788,atraktivny,atrakcyjny,,,,,,,,
36065,atut,atut,,,,,,,,
36825,au!,"a?a!, au!",,,,,,,,
36757,aura,aura,,,,,,,,
36767,aureola,aureola,,,,,,,,
36748,autist,autysta,,,,,,,,
36749,autisti?ny,autystyczny,,,,,,,,
36747,autizm,autyzm,,,,,,,,
24332,avangarda,awangarda,,,,,,,,
24334,avanpost,plac?wka,,,,,,,,
24335,avans,awans,,,,,,,,
24337,avansovati,awansowa?,,,,,,,,
24339,avansovy,"awansowy, zaliczkowy",,,,,,,,
24346,Avar,Awar,,,,,,,,
5766,avarija,"awaria, rozpad",,,,,,,,
24348,avarijny,awaryjny,,,,,,,,
3053,avgust,sierpie?,,,,,,,,
62,aviacija,lotnictwo,,,,,,,,
17133,aviakarta,bilet lotniczy,,,,,,,,
64,avialinija,linia lotnicza,,,,,,,,
24356,aviator,lotnik,,,,,,,,
233,avizo,awizo,,,,,,,,
36074,avokado,awokado,,,,,,,,
70,Avstralija,Australia,,,,,,,,
5756,avstralijsky,australijski,,,,,,,,
75,Avstrija,Austria,,,,,,,,
35339,Avstrijec,Austriak,,,,,,,,
35338,avstrijsky,austriacki,,,,,,,,
22810,avtenti?ny,autentyczny,,,,,,,,
2888,avto,"samoch?d, auto",,,,,,,,
24363,avtobiografi?ny,autobiograficzny,,,,,,,,
24365,avtobiografija,autobiografia,,,,,,,,
14449,avtobomba,samoch?d-pu?apka,,,,,,,,
82,avtobus,autobus,,,,,,,,
35255,avtobusna linija,linia autobusowa,,,,,,,,
35254,avtobusna postojka,przystanek autobusowy,,,,,,,,
24370,avtograf,autograf,,,,,,,,
24371,avtohton,"tubylec, autochton",,,,,,,,
24374,avtokracija,autokracja,,,,,,,,
24375,avtokrat,"autokrata, samow?adca",,,,,,,,
83,avtomagistralj,autostrada,,,,,,,,
4358,avtomat,automat,,,,,,,,
24377,avtomat,karabin maszynowy,,,,,,,,
4360,avtomati?no,automatycznie,,,,,,,,
4359,avtomati?ny,automatyczny,,,,,,,,
24383,avtomatika,automatyka,,,,,,,,
24384,avtomatizacija,automatyzacja,,,,,,,,
24385,avtomatizm,automatyzm,,,,,,,,
24386,avtomatizovati,automatyzowa?,,,,,,,,
23496,avtomobil,"auto, samoch?d",,,,,,,,
14451,avtomobi?ny,samochodowy,,,,,,,,
17129,avtonomija,autonomia,,,,,,,,
17130,avtonomny,autonomiczny,,,,,,,,
6449,avtopromysl,przemys? samochodowy,,,,,,,,
87,avtor,autor,,,,,,,,
24393,avtoritarny,autorytarny,,,,,,,,
10869,avtoritativno,autorytatywnie,,,,,,,,
10871,avtoritativny,autorytatywny,,,,,,,,
15772,avtoritet,autorytet,,,,,,,,
15774,avtoritetno,"autorytatywnie, miarodajnie",,,,,,,,
15775,avtoritetnos?,autorytet,,,,,,,,
15776,avtoritetny,"autorytatywny, miarodajny",,,,,,,,
15773,avtoritety,w?adze,,,,,,,,
5034,avtorizacija,"upowa?nienie, zezwolenie",,,,,,,,
5033,avtorizovati,"upowa?nia?, zezwala?",,,,,,,,
35314,avtorka,autorka,,,,,,,,
35237,avtorsko pravo,prawo autorskie,,,,,,,,
24398,avtorsky,autorski,,,,,,,,
17131,avtorstvo,autorstwo,,,,,,,,
35868,avtostop,autostop,,,,,,,,
35870,avtostopnik,autostopowicz,,,,,,,,
35869,avtostopovati,podr??owa? autostopem,,,,,,,,
24399,avtostrada,autostrada,,,,,,,,
6451,avtostrahovka,ubezpieczenie samochodu,,,,,,,,
6452,avtozavod,fabryka samochod?w,,,,,,,,
24400,avto?ir,"wiatrakowiec, auto?yro",,,,,,,,
24401,azalija,azalia,,,,,,,,
36744,azbest,azbest,,,,,,,,
16924,azbuka,alfabet (zazwyczaj cyrylicki),,,,,,,,
76,Azerbajd?an,Azerbejd?an,,,,,,,,
92,Azija,Azja,,,,,,,,
542,azijatsky,azjatycki,,,,,,,,
24407,azimut,azymut,,,,,,,,
22600,azot,azot,,,,,,,,
24409,azotisty,azotawy,,,,,,,,
24410,azotny,azotowy,,,,,,,,
17135,Azovsko morje,Morze Azowskie,,,,,,,,
36440,azte?sky,aztecki,,,,,,,,
36439,Aztek,Aztek,,,,,,,,
24411,azurny,lazurowy,,,,,,,,
3591,a?,"a?, nawet",,,,,,,,
2435,baba,babcia,,,,,,,,
6460,babica,babcia,,,,,,,,
24425,babin,babciny,,,,,,,,
24429,babka,staruszka,,,,,,,,
24430,babsky,"kobiecy, babski",,,,,,,,
6459,babu?ka,babcia,,,,,,,,
35187,bacil,"pa?eczka (bakteria), laseczka (bakteria)",,,,,,,,
32766,badminton,"badminton, kometka",,,,,,,,
5070,bagatela,"drobiazg, drobnostka",,,,,,,,
1579,bagatelizovati,"bagatelizowa?, nie docenia?",,,,,,,,
2438,baga?,baga?,,,,,,,,
384,bagno,bagno,,,,,,,,
22453,bahamsky,bahamski,,,,,,,,
22452,Bahamy,Bahamy,,,,,,,,
24437,bajati,"papla?, baja?",,,,,,,,
34833,bajati,czarowa?,,,,,,,,
6465,bajka,"ba??, bajka",,,,,,,,
36392,bajonet,bagnet,,,,,,,,
6466,bajt,bajt,,,,,,,,
24443,bak,"zbiornik, bak",,,,,,,,
24444,bak,bak (cz??? statku),,,,,,,,
24445,bakalavr,licencjat,,,,,,,,
24448,baken,#?wiat?o nawigacyjne,,,,,,,,
35440,bakenbardy,bokobrody,,,,,,,,
24453,bakla?an,"bak?a?an, ober?yna",,,,,,,,
23505,bakterija,bakteria,,,,,,,,
24458,bakteriologija,bakteriologia,,,,,,,,
24459,bal,bal,,,,,,,,
31963,bala,bela,,,,,,,,
24461,balada,ballada,,,,,,,,
24464,balalajka,ba?a?ajka,,,,,,,,
2440,balans,r?wnowaga,,,,,,,,
24467,balansir,wyr?wnywacz,,,,,,,,
24468,balansovati,balansowa?,,,,,,,,
24469,balast,balast,,,,,,,,
24470,baldahin,baldachim,,,,,,,,
24471,balerina,balerina,,,,,,,,
6102,balet,balet,,,,,,,,
24474,balisti?ny,balistyczny,,,,,,,,
24476,balistika,balistyka,,,,,,,,
35340,balkansky,ba?ka?ski,,,,,,,,
16824,Balkany,Ba?kany,,,,,,,,
153,balkon,balkon,,,,,,,,
24482,balon,balon,,,,,,,,
24483,balotovati,balotowa?,,,,,,,,
23506,Balti?sko morje,Ba?tyk,,,,,,,,
4737,balti?sky,ba?tycki,,,,,,,,
24484,balustrada,balustrada,,,,,,,,
31785,balvan,g?az,,,,,,,,
31786,balvan,"dure?, idiota",,,,,,,,
24487,balzam,balsam,,,,,,,,
24489,balzamovati,balsamowa?,,,,,,,,
24490,bambus,bambus,,,,,,,,
31717,bana?ny,"banalny, oklepany, powszedni",,,,,,,,
24492,banan,banan,,,,,,,,
2439,banda,"banda, gang, szajka",,,,,,,,
24494,banda?,banda?,,,,,,,,
493,bandit,bandyta,,,,,,,,
24499,banditizm,bandytyzm,,,,,,,,
24500,bandura,bandura,,,,,,,,
24502,band?o,banjo,,,,,,,,
21847,baner,banner,,,,,,,,
24503,banja,?a?nia,,,,,,,,
4668,bank,bank,,,,,,,,
24506,banka,bank,,,,,,,,
33326,banka,"puszka, s?oik",,,,,,,,
