id,isv,translations,helperWords,match,Δmin,Δavg,Δmax,Rmin,Rmax,comments
24173,akrobat,акробат,,C,,,,,,
34769,akrobatika,акробатика,,C,,,,,,
24174,akrobatka,акробатка,,C,,,,,,
24175,akrobatsky,акробатический,,!C,,,,,,
33563,aksamit,бархат,,!N,,,,,,
33564,aksamitny,бархатный,,!N,,,,,,
32543,aksiaľny,"аксиальный, осевой",,C,,,,,,
24180,aksioma,аксиома,,C,,,,,,
119,akt,"акт, поступок",,C,,,,,,
2307,aktivist,активист,,C,,,,,,
24189,aktivistka,активистка,,C,,,,,,
35786,aktivitet,активность,,!H,,,,,,
24190,aktivizovati,активизировать,,C,,,,,,
16921,aktivno,активно,,C,,,,,,
5142,aktivnosť,активность,,C,,,,,,
43,aktivny,активный,,C,,,,,,
6134,aktor,актёр,,!C,,,,,,
24194,aktorka,актриса,,!H,,,,,,
36683,aktorsky,актёрский,,!C,,,,,,
24197,aktrisa,актриса,,C,,,,,,
34899,aktualizacija,"актуализация, обновление",,C,,,,,,
34900,aktualizovati,"актуализировать, обновлять",,C,,,,,,
17117,aktuaľnosť,актуальность,,C,,,,,,
5125,aktuaľny,актуальный,,C,,,,,,
20330,akula,акула,,C,,,,,,
24201,akumulacija,аккумуляция,,!C,,,,,,
24202,akumulator,аккумулятор,,!C,,,,,,
24203,akumulovati,аккумулировать,,C,,,,,,
24204,akurat,"точно, аккурат",,!C,,,,,,
24205,akuratnosť,"точность, аккуратность (точность)",,C,,,,,,
24206,akuratny,"точный, аккуратный (точный)",,!C,,,,,,
24210,akušerka,акушерка,,C,,,,,,
24211,akušersky,акушерский,,C,,,,,,
24212,akušerstvo,акушерство,,C,,,,,,
24213,akušerstvo,акут,,!N,,,,,,
24207,akustičny,акустический,,C,,,,,,
24208,akustika,акустика,,C,,,,,,
16922,akuzativ,"винительный падеж, аккузатив (грам.)",,!C,,,,,,
24216,akvamarin,аквамарин,,C,,,,,,
24217,akvarelist,акварелист,,C,,,,,,
24218,akvarelj,акварель,,C,,,,,,
24219,akvarium,аквариум,,C,,,,,,
24220,akvedukt,акведук,,!C,,,,,,
24223,alabastr,алебастр,,!C,,,,,,
24224,alarm,"тревога, сигнал тревоги",,!N,,,,,,
133,Albanèc,албанец,,C,,,,,,
4732,Albanija,Албания,,C,,,,,,
6388,Albanka,албанка,,C,,,,,,
142,albansky,албанский,,C,,,,,,
23563,albatros,альбатрос,,C,,,,,,
24248,album,альбом,,!C,,,,,,
134,ale,но,,!N,,,,,,
24229,alegoričny,"аллегорический, иносказательный",,C,,,,,,
5856,alegorija,аллегория,,!C,,,,,,
24231,aleja,"аллея, бульвар",,!C,,,,,,
36743,alergičny,"аллергичный, аллергический",,C,,,,,,
36742,alergija,аллергия,,!C,,,,,,
45,alfabet,алфавит,,!H,,,,,,
3968,alfabetičny,алфавитный,,!H,,,,,,
32939,alga,водоросль,,!N,,,,,,
23490,algebra,алгебра,,C,,,,,,
23492,algoritm,алгоритм,,C,,,,,,
24238,alhimija,алхимия,,C,,,,,,
24239,alhimik,алхимик,,C,,,,,,
107,alians,альянс,,!H,,,,,,
24240,alibi,алиби,,C,,,,,,
24241,aligator,аллигатор,,!C,,,,,,
24244,alimenty,алименты,,C,,,,,,
24245,aliteracija,аллитерация,,C,,,,,,
24267,aljur,"обаяние, очарование, привлекательность",,!N,,,,,,
4647,alkohol,алкоголь,,C,,,,,,
4648,alkoholičny,алкогольный,,!C,,,,,,
23277,alkoholik,алкоголик,,C,,,,,,
24274,alkoholizm,алкоголизм,,C,,,,,,
24253,alkov,"альков, ниша",,C,,,,,,
24279,allegro,аллегро,,C,,,,,,
24254,almanah,альманах,,C,,,,,,
24281,almaz,алмаз,,C,,,,,,
24282,alo,"алло, алё",,!H,,,,,,
24283,aloe,алоэ,,C,,,,,,
15759,alpejsky,альпийский,,!C,,,,,,
5757,alpinist,альпинист,,C,,,,,,
24256,alpinizm,альпинизм,,C,,,,,,
59,Alpy,Альпы,,C,,,,,,
23443,alt,альт (муз. инстр.),,C,,,,,,
32998,alt,альт (голос),,C,,,,,,
35767,"altana, altanka","альтанка, беседка",,C,,,,,,
24259,alternativa,альтернатива,,C,,,,,,
17119,alternativny,альтернативный,,C,,,,,,
24261,altruist,альтруист,,C,,,,,,
24262,altruističny,альтруистический,,C,,,,,,
24263,altruizm,альтруизм,,C,,,,,,
22608,aluminij,алюминий,,!C,,,,,,
24265,aluminijevy,алюминиевый,,C,,,,,,
35536,aluzija,"аллюзия, намёк",,!H,,,,,,
24269,alveolarny,альвеолярный,,C,,,,,,
5919,Alžirija,Алжир,,!H,,,,,,
35594,amater,"любитель, дилетант",,!N,,,,,,
36059,ambar,"амбар, сарай",,C,,,,,,
127,ambasada,посольство,,!N,,,,,,
24290,ambicija,"амбиция, стремление",,C,,,,,,
32530,ambiciozny,амбициозный,,C,,,,,,
36759,ambivalentnosť,амбивалентность,,C,,,,,,
36758,ambivalentny,амбивалентный,,C,,,,,,
24291,ambrazura,"люк, амбразура",,C,,,,,,
24294,ameba,амёба,,C,,,,,,
131,Amerika,Америка,,C,,,,,,
136,Amerikanèc,американец,,C,,,,,,
6400,Amerikanka,американка,,C,,,,,,
6404,Amerikanska Samoa,Американское Самоа,,!C,,,,,,
12580,Amerikanske Děvičıje Ostrovy,Виргинские острова США,,!N,,,,,,
52,amerikansky,американский,,C,,,,,,
24296,ametist,аметист,,C,,,,,,
23198,amfetamin,амфетамин,,C,,,,,,
23197,amfiteatr,амфитеатр,,C,,,,,,
19632,amin,аминь,,C,,,,,,
24298,amnestija,амнистия,,!C,,,,,,
24299,amnestovati,амнистировать,,C,,,,,,
36331,amnezija,амнезия,,C,,,,,,
24301,amonij,аммоний,,!C,,,,,,
24302,amonijak,аммиак,,!H,,,,,,
24304,amoraľny,аморальный,,C,,,,,,
24305,amortizacija,амортизация,,C,,,,,,
3835,amortizator,амортизатор,,C,,,,,,
24307,amortizovati,амортизировать,,C,,,,,,
34096,amputacija,ампутация,,C,,,,,,
34095,amputovati,ампутировать,,C,,,,,,
36760,amulet,амулет,,C,,,,,,
32325,amunicija,"амуниция, снаряжение, боеприпасы",,C,,,,,,
35336,anahroničny,"анахроничный, анахронический",,C,,,,,,
35337,anahronizm,анахронизм,,C,,,,,,
24309,analfabet,"неуч, невежда",,!N,,,,,,
24310,analfabetizm,"невежественность, неграмотность",,!N,,,,,,
14440,analitično,"аналитически, аналитично",,C,,,,,,
4172,analitičny,аналитический,,C,,,,,,
904,analitik,аналитик,,C,,,,,,
4171,analiza,анализ,,!C,,,,,,
3969,analizovati,анализировать,,C,,,,,,
16411,anaľny,анальный,,C,,,,,,
23209,analogičny,аналогичный,,C,,,,,,
23208,analogija,аналогия,,C,,,,,,
32110,anamneza,анамнез,,!C,,,,,,
24311,ananas,ананас,,C,,,,,,
5057,anarhija,анархия,,C,,,,,,
5058,anarhist,анархист,,C,,,,,,
23491,anarhizm,анархизм,,C,,,,,,
23494,anatomičny,анатомический,,C,,,,,,
23493,anatomija,анатомия,,C,,,,,,
24312,Andora,Андорра,,!C,,,,,,
5718,anekdota,анекдот,,!C,,,,,,
36190,aneksija,аннексия,,!C,,,,,,
36191,aneksovati,аннексировать,,C,,,,,,
20331,anemičny,анемичный,,C,,,,,,
20332,anemija,анемия,,C,,,,,,
19633,anestezija,анестезия,,C,,,,,,
36752,anestezija,"анестезия, обезболивание",,C,,,,,,
229,angel,ангел,,C,,,,,,
20333,"Angličan, Angličanin",англичанин,,C,,,,,,
24314,anglicizm,англицизм,,C,,,,,,
35052,Anglija,Англия,,C,,,,,,
19634,anglijskojęzyčny,англоязычный,,!H,,,,,,
2850,anglijsky,английский,,C,,,,,,
23464,anglijsky rožèk,английский рожок,,!C,,,,,,
19635,anglosaksonsky,англо-саксонский,,C,,,,,,
256,Angola,Ангола,,C,,,,,,
36537,animacija,"анимация, мультипликация",,C,,,,,,
36700,animovany film,"мультфильм, мультипликационный фильм, анимационный фильм",,!H,,,,,,
36798,anis,анис,,C,,,,,,
3797,anketa,"анкета, опросник, опросный лист, вопросник",,C,,,,,,
32722,anketa,"анкета, опрос",,C,,,,,,
35755,anomalija,аномалия,,C,,,,,,
3949,anonimny,анонимный,,C,,,,,,
34753,antagonist,антагонист,,C,,,,,,
35738,antagonizm,антагонизм,,C,,,,,,
4898,Antarktida,Антарктида,,C,,,,,,
32494,antena,антенна,,!C,,,,,,
16368,anti-,анти-,,C,,,,,,
36753,antibiotik,антибиотик,,C,,,,,,
16367,antičnosť,"античность, древность",,C,,,,,,
16369,antičny,"античный, древний",,C,,,,,,
17120,antihrist,антихрист,,C,,,,,,
35717,antikvariat,"антиквариат, антикварный магазин",,C,,,,,,
32493,antilopa,антилопа,,C,,,,,,
22629,antimon,сурьма,,!N,,,,,,
35432,antipatija,антипатия,,C,,,,,,
22808,antisemitizm,антисемитизм,,C,,,,,,
36754,antitělo,антитело,,C,,,,,,
35825,antologija,антология,,C,,,,,,
23495,antropologija,антропология,,C,,,,,,
4952,anulacija,"отмена, аннулирование",,!N,,,,,,
37,anulovati,"отменять, аннулировать",,C,,,,,,
16250,anus,анус,,C,,,,,,
19636,aorist,аорист,,C,,,,,,
6263,aparat,"аппарат, устройство",,!C,,,,,,
39,apelacija,"апелляция, обращение",,!C,,,,,,
15690,apelacijny,апелляционный,,!H,,,,,,
15689,apelacijny sųd,апелляционный суд,,!H,,,,,,
15692,apelant,"апеллянт, заявитель",,!H,,,,,,
60,apelovati,апеллировать,,C,,,,,,
15764,apendek,аппендикс,,!H,,,,,,
6422,apendektomija,аппендэктомия,,C,,,,,,
150,apetit,аппетит,,!C,,,,,,
36574,aplikacija,приложение (программное обеспечение),,!N,,,,,,
15240,aplodovanıje,загрузка,,!N,,,,,,
5624,aplodovati,загружать,,!N,,,,,,
36316,apokalipsa,апокалипсис,,!C,,,,,,
36315,apokaliptičny,апокалиптический,,C,,,,,,
32728,aposteriorny,апостериорный,,C,,,,,,
6167,apostol,апостол,,C,,,,,,
32556,apostrof,апостроф,,C,,,,,,
4026,aprilj,апрель,,!C,,,,,,
32727,apriorny,априори,,!C,,,,,,
35575,Arab,араб,,C,,,,,,
35576,Arabka,арабка,,C,,,,,,
2166,arabsky,арабский,,C,,,,,,
36413,aranževati,аранжировать,,!H,,,,,,
36414,aranžman,аранжировка,,!N,,,,,,
19637,arbiter,"арбитр, судья (спорт)",,!C,,,,,,
36761,arbitraž,арбитраж,,C,,,,,,
38,arcivojevoda,эрцгерцог,,!N,,,,,,
5789,arešt,арест,,!C,,,,,,
122,areštovati,арестовать,,!C,,,,,,
22388,Argentina,Аргентина,,C,,,,,,
22389,argentinsky,аргентинский,,C,,,,,,
22614,argon,аргон,,C,,,,,,
19638,argument,"аргумент, довод",,C,,,,,,
19639,argumentacija,аргументация,,C,,,,,,
19640,argumentovati,аргументировать,,C,,,,,,
4382,arhaičny,архаичный,,C,,,,,,
4383,arhaizm,архаизм,,C,,,,,,
4419,arheolog,археолог,,C,,,,,,
4420,arheologičny,археологический,,C,,,,,,
4418,arheologija,археология,,C,,,,,,
6166,arhiepiskop,архиепископ,,C,,,,,,
36677,arhipelag,архипелаг,,C,,,,,,
4893,arhitekt,архитектор,,!C,,,,,,
4894,arhitektura,архитектура,,C,,,,,,
35659,arhitekturny,архитектурный,,C,,,,,,
35235,arhiv,архив,,C,,,,,,
35281,arhivny,архивный,,C,,,,,,
35236,arhivovati,архивировать,,C,,,,,,
5721,aristokracija,"аристократия, дворянство",,C,,,,,,
5720,aristokrat,"аристократ, дворянин",,C,,,,,,
5722,aristokratičny,"аристократичный, благородный",,C,,,,,,
17124,aristokratka,"аристократка, дворянка",,C,,,,,,
21256,aritmetika,арифметика,,!C,,,,,,
17126,arka,ковчег,,!N,,,,,,
5920,arktičny,арктический,,C,,,,,,
23500,Arktičny okean,Северный Ледовитый Океан,,!N,,,,,,
6206,Arktika,Арктика,,C,,,,,,
5059,Armenija,Армения,,C,,,,,,
5060,arměnsky,армянский,,!C,,,,,,
123,armija,армия,,C,,,,,,
1851,arogancija,"высокомерие, надменность, заносчивость",,!N,,,,,,
35635,arogantny,"высокомерный, надменный",,!N,,,,,,
24324,aromat,аромат,,C,,,,,,
22625,arsen,мышьяк,,!N,,,,,,
34,arsenal,арсенал,,C,,,,,,
35705,artefakt,артефакт,,C,,,,,,
15244,arterija,артерия,,C,,,,,,
24325,artikulacija,артикуляция,,C,,,,,,
24326,artilerija,артиллерия,,!C,,,,,,
33,artist,"художник, артист",,C,,,,,,
15768,artističny,"артистичный, художественный",,C,,,,,,
31843,as,туз (карты),,!N,,,,,,
24327,asfalt,асфальт,,C,,,,,,
24328,asfaltobeton,асфальтобетон,,C,,,,,,
36762,asimetričny,асимметричный,,C,,,,,,
16263,asimilacija,ассимиляция,,!C,,,,,,
6246,asimilovati,ассимилировать,,C,,,,,,
35787,asociacija,ассоциация,,!C,,,,,,
19641,aspekt,аспект,,C,,,,,,
21257,asteroid,астероид,,C,,,,,,
31854,astma,астма,,C,,,,,,
22973,astrolog,астролог,,C,,,,,,
16264,astrologičny,астрологический,,C,,,,,,
4895,astrologija,астрология,,C,,,,,,
24330,astronaùt,астронавт,,C,,,,,,
21258,astronom,астроном,,C,,,,,,
16265,astronomičny,астрономический,,C,,,,,,
18,astronomija,астрономия,,C,,,,,,
32,ataka,атака,,C,,,,,,
3970,atakovati,атаковать,,C,,,,,,
23503,ateist,атеист,,C,,,,,,
23502,ateizm,атеизм,,C,,,,,,
16923,atematičny,атематический,,C,,,,,,
23526,Atiny,Афины,,!C,,,,,,
35020,atlantičny,атлантический,,C,,,,,,
23497,Atlantičny okean,Атлантический Океан,,!H,,,,,,
35093,atlet,"атлет, спортсмен",,C,,,,,,
35095,atletičny,"атлетичный, спортивный",,C,,,,,,
35094,atletika,атлетика,,C,,,,,,
35084,atmosfera,атмосфера,,C,,,,,,
4661,atom,атом,,C,,,,,,
23321,atomna bomba,атомная бомба,,C,,,,,,
23184,atrakcija,"притяжение, влечение",,!N,,,,,,
35788,atraktivny,привлекательный,,!N,,,,,,
36065,atut,козырь,,!N,,,,,,
36825,au!,"ай!, ой!",,!H,,,,,,
3053,aùgust,август,,C,,,,,,
36757,aura,аура,,C,,,,,,
36767,aureola,ореол,,!H,,,,,,
70,Aùstralija,Австралия,,C,,,,,,
5756,aùstralijsky,австралийский,,C,,,,,,
75,Aùstrija,Австрия,,C,,,,,,
35339,Aùstrijèc,австриец,,C,,,,,,
35338,aùstrijsky,австрийский,,C,,,,,,
22810,aùtentičny,аутентичный,,C,,,,,,
36748,autist,аутист,,C,,,,,,
36749,autističny,"аутистический, аутистичный",,C,,,,,,
36747,autizm,аутизм,,C,,,,,,
2888,aùto,"автомобиль, машина",,!N,,,,,,
24363,aùtobiografičny,автобиографический,,C,,,,,,
24365,aùtobiografija,автобиография,,C,,,,,,
14449,aùtobomba,"автомобиль-бомба, автомобильная бомба, заминированный автомобиль",,!H,,,,,,
82,aùtobus,автобус,,C,,,,,,
35255,aùtobusna linija,автобусный маршрут,,!N,,,,,,
35254,aùtobusna postojka,автобусная остановка,,!C,,,,,,
24370,aùtograf,автограф,,C,,,,,,
24371,aùtohton,"автохтон, коренной житель",,C,,,,,,
24374,aùtokracija,"автократия, самовластие, самодержавие",,!C,,,,,,
24375,aùtokrat,"автократ, диктатор, самодержец",,C,,,,,,
83,aùtomagistralj,"автомагистраль, автострада, шоссе",,C,,,,,,
4358,aùtomat,автомат,,C,,,,,,
24377,aùtomat,автомат (оружие),,C,,,,,,
4360,aùtomatično,автоматически,,!H,,,,,,
4359,aùtomatičny,автоматический,,C,,,,,,
24383,aùtomatika,автоматика,,C,,,,,,
24384,aùtomatizacija,автоматизация,,C,,,,,,
24385,aùtomatizm,"автоматизм, автоматичность",,C,,,,,,
24386,aùtomatizovati,автоматизировать,,C,,,,,,
23496,aùtomobil,"автомобиль, машина",,C,,,,,,
14451,aùtomobiľny,автомобильный,,C,,,,,,
17129,aùtonomija,автономия,,C,,,,,,
17130,aùtonomny,автономный,,C,,,,,,
6449,aùtopromysl,автопромышленность,,!H,,,,,,
87,aùtor,автор,,C,,,,,,
24393,aùtoritarny,авторитарный,,C,,,,,,
10869,aùtoritativno,авторитетно,,!C,,,,,,
10871,aùtoritativny,авторитетный,,!C,,,,,,
15772,aùtoritet,авторитет,,C,,,,,,
15774,aùtoritetno,авторитетно,,C,,,,,,
15775,aùtoritetnosť,авторитетность,,C,,,,,,
15776,aùtoritetny,авторитетный,,C,,,,,,
15773,aùtoritety,"власти, органы власти",,!N,,,,,,
5034,aùtorizacija,авторизация,,C,,,,,,
5033,aùtorizovati,авторизовать,,C,,,,,,
35314,aùtorka,"автор (женщина), авторка",,C,,,,,,
35237,aùtorsko pravo,авторское право,,C,,,,,,
24398,aùtorsky,авторский,,C,,,,,,
17131,aùtorstvo,авторство,,C,,,,,,
35868,aùtostop,автостоп,,C,,,,,,
35870,aùtostopnik,"автостопер, автостопщик",,C,,,,,,
35869,aùtostopovati,путешествовать автостопом,,!N,,,,,,
24399,aùtostrada,"автострада, шоссе",,C,,,,,,
6451,aùtostrahovka,"автострахование, автостраховка",,C,,,,,,
6452,aùtozavod,автозавод,,C,,,,,,
24400,aùtožir,"автожир, гироплан, гирокоптер",,C,,,,,,
24332,avangarda,авангард,,!C,,,,,,
24334,avanpost,"аванпост, форпост",,C,,,,,,
24335,avans,аванс,,C,,,,,,
24337,avansovati,"авансировать, давать аванс",,C,,,,,,
24339,avansovy,"авансовый, заблаговременный",,C,,,,,,
24346,Avar,"авар, аварец",,C,,,,,,
5766,avarija,авария,,C,,,,,,
24348,avarijny,аварийный,,C,,,,,,
62,aviacija,авиация,,C,,,,,,
17133,aviakarta,"авиабилет, билет на самолёт",,!N,,,,,,
64,avialinija,авиалиния,,C,,,,,,
24356,aviator,"лётчик, авиатор",,C,,,,,,
233,avizo,авизо (извещение),,C,,,,,,
36074,avokado,авокадо,,C,,,,,,
3591,až,"даже, аж",,C,,,,,,
24401,azalija,азалия,,C,,,,,,
36744,azbest,асбест,,!C,,,,,,
16924,azbuka,"азбука, алфавит (обычно кириллица)",,C,,,,,,
76,Azerbajdžan,Азербайджан,,C,,,,,,
92,Azija,Азия,,C,,,,,,
542,azijatsky,азиатский,,!C,,,,,,
24407,azimut,азимут,,C,,,,,,
22600,azot,азот,,C,,,,,,
24409,azotisty,азотистый,,C,,,,,,
24410,azotny,азотный,,C,,,,,,
17135,Azovsko morje,Азовское море,,C,,,,,,
36440,aztečsky,ацтекский,,!C,,,,,,
36439,Aztek,ацтек,,!C,,,,,,
24411,azurny,лазурный,,!C,,,,,,
2435,baba,"бабушка, бабуля, баба (детск.)",,C,,,,,,
6460,babica,бабушка,,!H,,,,,,
24425,babin,бубушкин,,!N,,,,,,
24429,babka,"старушка, пожилая женщина, бабка",,C,,,,,,
24430,babsky,"женский, бабский",,C,,,,,,
6459,babuška,бабушка,,C,,,,,,
35187,bacil,бацилла,,!H,,,,,,
32766,badminton,бадминтон,,C,,,,,,
5070,bagatela,мелочь,,!N,,,,,,
1579,bagatelizovati,"преуменьшать, недооценивать",,!N,,,,,,
2438,bagaž,багаж,,C,,,,,,
384,bagno,болото,,!N,,,,,,
22453,bahamsky,багамский,,C,,,,,,
22452,Bahamy,Багамские острова,,!N,,,,,,
24437,bajati,"балаболить, болтать, рассказывать сказки",,!N,,,,,,
34833,bajati,"колдовать, заговаривать",,!N,,,,,,
24439,bajdarka,"байдарка, каяк",,C,,,,,,
6465,bajka,"сказка, байка",,C,,,,,,
36392,bajonet,штык,,!N,,,,,,
6466,bajt,байт,,C,,,,,,
24443,bak,бак (сосуд),,C,,,,,,
24444,bak,бак (часть судна),,C,,,,,,
24445,bakalavr,бакалавр,,C,,,,,,
24448,baken,"бакен, бакан",,C,,,,,,
35440,bakenbardy,бакенбарды,,C,,,,,,
24453,baklažan,баклажан,,C,,,,,,
23505,bakterija,бактерия,,C,,,,,,
24458,bakteriologija,бактериология,,C,,,,,,
