id,isv,translations,helperWords,match,?min,?avg,?max,Rmin,Rmax,comments
19630,afektivny,"афективен, емоционален",,,,,,,,
35513,afera,"афера, изневяра",,,,,,,,
5754,Afganistan,Афганистан,,,,,,,,
5755,afgansky,афганистански,,,,,,,,
36756,aforizm,афоризъм,,,,,,,,
4743,Afrika,Африка,,,,,,,,
36719,Afrikan?c,африканец,,,,,,,,
36720,Afrikanka,африканка,,,,,,,,
32850,afrikansky mr?vojed,африкански мравояд,,,,,,,,
106,afrikansky,африкански,,,,,,,,
24102,Afroamerikanec,афроамерикански,,,,,,,,
36283,afrodiziak,афродизиак,,,,,,,,
24105,agava,"агава, агаве, столетник",,,,,,,,
113,agencija,агенция,,,,,,,,
24107,agent,агент,,,,,,,,
24110,#agentura,агенция,,,,,,,,
24111,agitacija,агитация,,,,,,,,
24112,agitator,агитатор,,,,,,,,
24113,agitka,листовка,,,,,,,,
24114,agitovati,агитирам,,,,,,,,
35785,aglomeracija,агломерация,,,,,,,,
19631,aglutinacija,аглютинация,,,,,,,,
24116,aglutinativny,аглютинативен,,,,,,,,
24118,agnosticizm,агностицизъм,,,,,,,,
24119,agnostik,агностик,,,,,,,,
24120,agonija,агония,,,,,,,,
24121,agonizovati,агонизирам,,,,,,,,
24124,agrarny,аграрен,,,,,,,,
24125,agregat,агрегат,,,,,,,,
24127,agresija,агресия,,,,,,,,
24128,agresivny,агресивен,,,,,,,,
24129,agresor,агресор,,,,,,,,
24130,agrikultura,"земеделие, селско стопанство",,,,,,,,
24131,agronom,агроном,,,,,,,,
24132,agronomi?ny,"земеделски, агрономски",,,,,,,,
24133,agronomija,агрономия,,,,,,,,
24134,ah,а,,,,,,,,
24135,aha,аха,,,,,,,,
4886,ahoj,"здравей, здравейте!",,,,,,,,
24136,aj,"ах!, ох!",,,,,,,,
24137,ajsberg,айсберг,,,,,,,,
24138,akacija,акация,,,,,,,,
16262,akademi?sky,академичен,,,,,,,,
4639,akademija,академия,,,,,,,,
24141,akademik,академик,,,,,,,,
34994,aka?je,акание,,,,,,,,
6130,akcent,"акцент, ударение",,,,,,,,
24148,akcentovati,"подчертавам, акцентирам",,,,,,,,
24149,akcentuacija,"акцентиране, натъртване",,,,,,,,
4951,akceptacija,приемане,,,,,,,,
111,akceptovati,приемам,,,,,,,,
115,akcija,акция (ценна книга),,,,,,,,
2849,akcija,"акция, действие",,,,,,,,
24152,akcioner,акционер,,,,,,,,
24153,akcionerny kapital,акционерен капитал,,,,,,,,
24154,akciz,акциз,,,,,,,,
24155,aklimatizacija,аклиматизация,,,,,,,,
24156,aklimatizovati,аклиматизирам се,,,,,,,,
6387,akne,акне,,,,,,,,
17112,ako by,като че ли,,,,,,,,
17113,ako by,ако,,,,,,,,
17114,ako by,в случай на,,,,,,,,
6133,ako li,ако,,,,,,,,
23672,ako ne,ако ли не,,,,,,,,
17076,ako,"ако, когато",,,,,,,,
17110,ako,като,,,,,,,,
32593,akolada,аколада (муз.),,,,,,,,
36472,akolada,аколада (обред),,,,,,,,
24161,akomodacija,акомодация,,,,,,,,
24163,akompanement,съпровод,,,,,,,,
24164,akompaniator,акомпанист,,,,,,,,
24165,akompanovati,"придружавам, съпровождам, акомпанирам (музика)",,,,,,,,
24167,akord,акорд,,,,,,,,
24168,akordeon,акордеон,,,,,,,,
24169,akr,акър,,,,,,,,
24173,akrobat,акробат,,,,,,,,
34769,akrobatika,акробатика,,,,,,,,
24174,akrobatka,акробатка,,,,,,,,
24175,akrobatsky,акробатичен,,,,,,,,
33563,aksamit,кадифе,,,,,,,,
33564,aksamitny,кадифен,,,,,,,,
32543,aksia?ny,осов,,,,,,,,
24180,aksioma,аксиома,,,,,,,,
119,akt,"акт, подвиг",,,,,,,,
2307,aktivist,активист,,,,,,,,
24189,aktivistka,активистка,,,,,,,,
35786,aktivitet,активност,,,,,,,,
16921,aktivno,активно,,,,,,,,
5142,aktivnos?,активност,,,,,,,,
43,aktivny,активен,,,,,,,,
24190,aktivovati,активирам,,,,,,,,
6134,aktor,актьор,,,,,,,,
24194,aktorka,актриса,,,,,,,,
36683,aktorsky,актьорски,,,,,,,,
24197,aktrisa,актриса,,,,,,,,
34899,aktualizacija,актуализация,,,,,,,,
34900,aktualizovati,"актуализирам, обновявам",,,,,,,,
17117,aktua?nos?,"актуалност, съвременност",,,,,,,,
5125,aktua?ny,"актуален, съвременен",,,,,,,,
20330,akula,акула,,,,,,,,
24201,akumulacija,"акумулация, натрупване",,,,,,,,
24202,akumulator,акумулатор,,,,,,,,
24203,akumulovati,"акумулирам, натрупвам",,,,,,,,
24204,akurat,точно,,,,,,,,
24205,akuratnos?,точност,,,,,,,,
24206,akuratny,"точен, акуратен",,,,,,,,
24207,akusti?ny,акустичен,,,,,,,,
24208,akustika,акустика,,,,,,,,
24210,aku?erka,акушерка,,,,,,,,
24211,aku?ersky,акушерски,,,,,,,,
24212,aku?erstvo,"акушерство, бабуване",,,,,,,,
24213,akut,"акут, остро ударение",,,,,,,,
16922,akuzativ,"винителен падеж, акузатив",,,,,,,,
24216,akvamarin,аквамарин,,,,,,,,
24217,akvarelist,акварелист,,,,,,,,
24218,akvarelj,"акварел, водни бои",,,,,,,,
24219,akvarium,аквариум  ,,,,,,,,
24220,akvedukt,акведукт,,,,,,,,
24223,alabastr,алабастър,,,,,,,,
24224,alarm,аларма,,,,,,,,
133,Albanec,албанец,,,,,,,,
4732,Albanija,Албания,,,,,,,,
6388,Albanka,албанка,,,,,,,,
142,albansky,албански,,,,,,,,
23563,albatros,албатрос,,,,,,,,
24248,album,албум,,,,,,,,
134,ale,но,,,,,,,,
24229,alegori?ny,"алегоричен, иносказателен",,,,,,,,
5856,alegorija,алегориям иносказание,,,,,,,,
24231,aleja,булевард,,,,,,,,
36743,alergi?ny,алергичен,,,,,,,,
36742,alergija,алергия,,,,,,,,
45,alfabet,азбука,,,,,,,,
3968,alfabeti?ny,азбучен,,,,,,,,
32939,alga,водорасло,,,,,,,,
23490,algebra,алгебра,,,,,,,,
23492,algoritm,алгоритъм,,,,,,,,
24238,alhimija,алхимия,,,,,,,,
24239,alhimik,алхимик,,,,,,,,
107,alians,"алианс, съюз",,,,,,,,
24240,alibi,алиби,,,,,,,,
24241,aligator,алигатор,,,,,,,,
24244,alimenty,издръжка,,,,,,,,
24245,aliteracija,алитерация,,,,,,,,
24267,aljur,"обаяние, очарование, привлекательност, обаяние",,,,,,,,
4647,alkohol,алкохол,,,,,,,,
4648,alkoholi?ny,алкохолен,,,,,,,,
23277,alkoholik,алкохолик,,,,,,,,
24274,alkoholizm,алкохолизъм,,,,,,,,
24253,alkov,ниша,,,,,,,,
24279,allegro,алегро,,,,,,,,
24254,almanah,алманах,,,,,,,,
24281,almaz,диамант,,,,,,,,
24282,alo,ало,,,,,,,,
24283,aloe,алое,,,,,,,,
15759,alpijsky,алпийски,,,,,,,,
5757,alpinist,алпинист,,,,,,,,
24256,alpinizm,алпинизъм,,,,,,,,
59,Alpy,Алпи,,,,,,,,
23443,alt,виола,,,,,,,,
32998,alt,алто,,,,,,,,
35767,"altana, altanka",беседка,,,,,,,,
24259,alternativa,алтернатива,,,,,,,,
17119,alternativny,алтернативен,,,,,,,,
24261,altruist,алтруист,,,,,,,,
24262,altruisti?ny,алтруистичен,,,,,,,,
24263,altruizm,алтруизъм,,,,,,,,
22608,aluminij,алуминий,,,,,,,,
24265,aluminijevy,алуминиев,,,,,,,,
35536,aluzija,"намек, алюзия",,,,,,,,
24269,alveolarny,алвеоларен,,,,,,,,
5919,Al?irija,Алжир,,,,,,,,
35594,amater,"аматьор, лаик, любител, дилетант",,,,,,,,
36059,ambar,хамбар,,,,,,,,
127,ambasada,посолство,,,,,,,,
24290,ambicija,"амбиция, стремеж",,,,,,,,
32530,ambiciozny,амбициозен,,,,,,,,
36759,ambivalentnos?,"амбивалентност, двойственост, противоречивост",,,,,,,,
36758,ambivalentny,"амбивалентен, двойствен, противоречив",,,,,,,,
24291,ambrazura,"люк, илюминатор",,,,,,,,
24294,ameba,амеба,,,,,,,,
131,Amerika,Америка,,,,,,,,
136,Amerikanec,американец,,,,,,,,
6400,Amerikanka,американка,,,,,,,,
6404,Amerikanska Samoa,Американска Самоа,,,,,,,,
12580,Amerikanske D?vi?je Ostrovy,Американски Вирджински острови,,,,,,,,
52,amerikansky,американски,,,,,,,,
24296,ametist,аметист,,,,,,,,
23198,amfetamin,амфетамин,,,,,,,,
23197,amfiteatr,амфитеатър,,,,,,,,
19632,amin,амин,,,,,,,,
24298,amnestija,"амнистия, помилване",,,,,,,,
24299,amnestovati,"амнестирам, помилвам",,,,,,,,
36331,amnezija,амнезия,,,,,,,,
24301,amonij,амоний,,,,,,,,
24302,amonijak,амоняк,,,,,,,,
24304,amora?ny,неморален,,,,,,,,
24305,amortizacija,амортизация,,,,,,,,
3835,amortizator,амортисьор,,,,,,,,
24307,amortizovati,"амортизирам, изхабявам",,,,,,,,
34096,amputacija,ампутация,,,,,,,,
34095,amputovati,ампутирам,,,,,,,,
36760,amulet,амулет,,,,,,,,
32325,amunicija,"муниции, боеприпаси",,,,,,,,
35336,anahroni?ny,анахроничен,,,,,,,,
35337,anahronizm,анахронизъм,,,,,,,,
24309,analfabet,неграмотен,,,,,,,,
24310,analfabetizm,неграмотност,,,,,,,,
14440,analiti?no,аналитично,,,,,,,,
4172,analiti?ny,аналитичен,,,,,,,,
904,analitik,анализатор,,,,,,,,
4171,analiza,анализ,,,,,,,,
3969,analizovati,анализирам,,,,,,,,
16411,ana?ny,анален,,,,,,,,
23209,analogi?ny,"подобен, аналогичен",,,,,,,,
23208,analogija,аналогия,,,,,,,,
32110,anamneza,анамнеза,,,,,,,,
24311,ananas,ананас,,,,,,,,
5057,anarhija,анархия,,,,,,,,
5058,anarhist,анархист,,,,,,,,
23491,anarhizm,анархизъм,,,,,,,,
23494,anatomi?ny,анатомичен,,,,,,,,
23493,anatomija,анатомия,,,,,,,,
24312,Andora,Андора,,,,,,,,
5718,anekdota,"виц, анекдот (малко ост.)",,,,,,,,
36190,aneksija,анексиране (да не се бърка с анекс - допълнение към договор),,,,,,,,
36191,aneksovati,анексирам,,,,,,,,
20331,anemi?ny,анемичен,,,,,,,,
20332,anemija,анемия,,,,,,,,
19633,anestezija,анестезия,,,,,,,,
36752,anestezija,"анестезия, упойка",,,,,,,,
229,angel,ангел,,,,,,,,
24314,anglicizm,англицизъм,,,,,,,,
20333,"Angli?an, Angli?anin",англичанин,,,,,,,,
35052,Anglija,Англия,,,,,,,,
19634,anglijskoj?zy?ny,англоезичен,,,,,,,,
23464,anglijsky ro?ek,"ловджийски рог, валдхорна, алтов обой",,,,,,,,
2850,anglijsky,английски,,,,,,,,
19635,anglosaksonsky,англосаксонски,,,,,,,,
256,Angola,Ангола,,,,,,,,
36537,animacija,анимация,,,,,,,,
36700,animovany film,анимационен филм,,,,,,,,
36798,anis,анасон,,,,,,,,
3797,anketa,"анкета, въпросник",,,,,,,,
32722,anketa,"анкета, проучване, изследване, проучване на общественото мнение; сондаж (рядко)",,,,,,,,
35755,anomalija,аномалия,,,,,,,,
3949,anonimny,анонимен,,,,,,,,
34753,antagonist,"антагонист, противник",,,,,,,,
35738,antagonizm,антагонизъм,,,,,,,,
4898,Antarktida,Антарктида,,,,,,,,
32494,antena,антена,,,,,,,,
16368,anti-,анти-,,,,,,,,
36753,antibiotik,антибиотик,,,,,,,,
16367,anti?nos?,"древност, античност",,,,,,,,
16369,anti?ny,"античен, стародавен, древен",,,,,,,,
17120,antihrist,Антихрист,,,,,,,,
35717,antikvariat,"антикварен магазин, магазин втора ръка, антиквариат",,,,,,,,
32493,antilopa,антилопа,,,,,,,,
22629,antimon,антимон,,,,,,,,
35432,antipatija,антипатия,,,,,,,,
22808,antisemitizm,антисемитизъм,,,,,,,,
36754,antit?lo,антитяло,,,,,,,,
35825,antologija,антология,,,,,,,,
23495,antropologija,антропология,,,,,,,,
4952,anulacija,"анулиране, анулация (право)",,,,,,,,
37,anulovati,"анулирам, отменям",,,,,,,,
16250,anus,"анус, заход (ост.), задно отверстие",,,,,,,,
19636,aorist,аорист,,,,,,,,
6263,aparat,"апарат, устройство",,,,,,,,
39,apelacija,обжалване,,,,,,,,
15689,apelacijny s?d,апелативен съд,,,,,,,,
15690,apelacijny,апелативен,,,,,,,,
15692,apelant,жалбоподател,,,,,,,,
60,apelovati,"апелирам, обжалвам",,,,,,,,
6422,apendektomija,"апендектомия, оперативно отстраняване на апендикса",,,,,,,,
15764,apendiks,"апендикс, сляпо черво",,,,,,,,
150,apetit,апетит,,,,,,,,
36574,aplikacija,"приложение, софтуер",,,,,,,,
15240,aplodova?je,"качване (на данни), ъплоудване",,,,,,,,
5624,aplodovati,"кавам, ъплоудвам",,,,,,,,
36316,apokalipsa,"апокалипсис, откровение",,,,,,,,
36315,apokalipti?ny,"апокалиптичен, бедствен",,,,,,,,
32728,aposteriorny,апостериори,,,,,,,,
6167,apostol,апостол,,,,,,,,
32556,apostrof,апостроф,,,,,,,,
4026,aprilj,април,,,,,,,,
32727,apriorny,априори,,,,,,,,
35575,Arab,арабин,,,,,,,,
35576,Arabka,арабка,,,,,,,,
2166,arabsky,арабски,,,,,,,,
36413,aran?evati,аранжирам (музика),,,,,,,,
36414,aran?man,аранжимент,,,,,,,,
19637,arbiter,арбитър,,,,,,,,
36761,arbitra?,арбитраж,,,,,,,,
38,arcivojevoda,ерцхерцог,,,,,,,,
5789,are?t,арест,,,,,,,,
122,are?tovati,арестувам,,,,,,,,
22388,Argentina,Аржентина,,,,,,,,
22389,argentinsky,аржентински,,,,,,,,
22614,argon,аргон,,,,,,,,
19638,argument,аргумент,,,,,,,,
19639,argumentacija,аргументация,,,,,,,,
19640,argumentovati,аргументирам,,,,,,,,
4382,arhai?ny,архаичен,,,,,,,,
4383,arhaizm,архаизъм,,,,,,,,
4419,arheolog,археолог,,,,,,,,
4420,arheologi?ny,археологичен,,,,,,,,
4418,arheologija,археология,,,,,,,,
6166,arhiepiskop,архиепископ,,,,,,,,
36677,arhipelag,архипелаг,,,,,,,,
4893,arhitekt,архитект,,,,,,,,
4894,arhitektura,архитектура,,,,,,,,
35659,arhitekturny,архитектурен,,,,,,,,
35235,arhiv,архив,,,,,,,,
35281,arhivny,архивен,,,,,,,,
35236,arhivovati,архивирам,,,,,,,,
5721,aristokracija,"аристокрация, благородници, дворянство",,,,,,,,
5720,aristokrat,"аристократ, благородник, дворянин",,,,,,,,
5722,aristokrati?ny,"аристократичен, благороден, дворянски",,,,,,,,
17124,aristokratka,"аристократка, благородничка, дворянка",,,,,,,,
21256,aritmetika,аритметика,,,,,,,,
17126,arka,арка,,,,,,,,
23500,Arkti?ny okean,Северен Ледовит Океан,,,,,,,,
5920,arkti?ny,арктичен,,,,,,,,
6206,Arktika,Арктика,,,,,,,,
5059,Armenija,Армения,,,,,,,,
5060,arm?nsky,арменски,,,,,,,,
123,armija,армия,,,,,,,,
1851,arogancija,"арогантност, надменност, високомерие",,,,,,,,
35635,arogantny,"арогантен, надменен, високоморен",,,,,,,,
24324,aromat,"аромат, мирис, ухание",,,,,,,,
22625,arsen,арсеник,,,,,,,,
34,arsenal,арсенал,,,,,,,,
35705,artefakt,артефакт,,,,,,,,
15244,arterija,артерия,,,,,,,,
24325,artikulacija,"артикулация, произношение",,,,,,,,
24326,artilerija,артилерия,,,,,,,,
33,artist,"художник, музикант, артист",,,,,,,,
15768,artisti?ny,артистичен,,,,,,,,
31843,as,асо,,,,,,,,
24327,asfalt,асфалт,,,,,,,,
24328,asfaltobeton,асфалтобетон,,,,,,,,
36762,asimetri?ny,асиметричен,,,,,,,,
16263,asimilacija,асимилация,,,,,,,,
6246,asimilovati,асимилирам,,,,,,,,
35787,asociacija,"асоциация, сдружение",,,,,,,,
19641,aspekt,аспект,,,,,,,,
21257,asteroid,астероид,,,,,,,,
31854,astma,астма,,,,,,,,
22973,astrolog,астролог,,,,,,,,
16264,astrologi?ny,астрологичен,,,,,,,,
4895,astrologija,астрология,,,,,,,,
24330,astronavt,астронавт,,,,,,,,
21258,astronom,астроном,,,,,,,,
16265,astronomi?ny,астрономически,,,,,,,,
18,astronomija,aстрономия,,,,,,,,
32,ataka,"атака, нападение",,,,,,,,
3970,atakovati,атакувам,,,,,,,,
23503,ateist,"атеист, безбожник",,,,,,,,
23502,ateizm,атеизъм,,,,,,,,
16923,atemati?ny,атематичен,,,,,,,,
23526,Atiny,Атина,,,,,,,,
23497,Atlanti?ny okean,Атлантически океан,,,,,,,,
35020,atlanti?ny,атлантически,,,,,,,,
35093,atlet,атлет,,,,,,,,
35095,atleti?ny,атлетичен,,,,,,,,
35094,atletika,атлетика,,,,,,,,
35084,atmosfera,атмосфера,,,,,,,,
4661,atom,атом,,,,,,,,
23321,atomna bomba,атомна бомба,,,,,,,,
23184,atrakcija,привличане,,,,,,,,
35788,atraktivny,привлекателен,,,,,,,,
36065,atut,коз,,,,,,,,
36825,au!,ох,,,,,,,,
36757,aura,аура,,,,,,,,
36767,aureola,ореол,,,,,,,,
36748,autist,аутист,,,,,,,,
36749,autisti?ny,!аутистичен,,,,,,,,
36747,autizm,аутизъм,,,,,,,,
24332,avangarda,авангард,,,,,,,,
24334,avanpost,преден пост,,,,,,,,
24335,avans,аванс,,,,,,,,
24337,avansovati,авансирам,,,,,,,,
24339,avansovy,"авансов, предварителен",,,,,,,,
24346,Avar,авар,,,,,,,,
5766,avarija,"авария, повреда, злополука",,,,,,,,
24348,avarijny,авариен,,,,,,,,
3053,avgust,август,,,,,,,,
62,aviacija,авиация,,,,,,,,
17133,aviakarta,самолетен билет,,,,,,,,
64,avialinija,авиолиния,,,,,,,,
24356,aviator,авиатор,,,,,,,,
233,avizo,авизо,,,,,,,,
36074,avokado,авокадо,,,,,,,,
70,Avstralija,Австралия,,,,,,,,
5756,avstralijsky,австралийски,,,,,,,,
75,Avstrija,Австрия,,,,,,,,
35339,Avstrijec,австриец,,,,,,,,
35338,avstrijsky,австрийски,,,,,,,,
22810,avtenti?ny,"автентичен, истински, оригинален",,,,,,,,
2888,avto,автомобил,,,,,,,,
24363,avtobiografi?ny,автобиографичен,,,,,,,,
24365,avtobiografija,автобиография,,,,,,,,
14449,avtobomba,кола бомба,,,,,,,,
82,avtobus,автобус,,,,,,,,
35255,avtobusna linija,автобусна линия,,,,,,,,
35254,avtobusna postojka,автобусна спирка,,,,,,,,
24370,avtograf,автограф,,,,,,,,
24371,avtohton,"автохтон, туземец, кореняк",,,,,,,,
24374,avtokracija,"автокрация, самодържавие",,,,,,,,
24375,avtokrat,"автократ, самодържец",,,,,,,,
83,avtomagistralj,магистрала,,,,,,,,
4358,avtomat,автомат,,,,,,,,
24377,avtomat,"полуавтоматично оръжие, автомат",,,,,,,,
4360,avtomati?no,автоматично,,,,,,,,
4359,avtomati?ny,автоматичен,,,,,,,,
24383,avtomatika,автоматика,,,,,,,,
24384,avtomatizacija,автоматизация,,,,,,,,
24385,avtomatizm,автоматизъм,,,,,,,,
24386,avtomatizovati,автоматизирам,,,,,,,,
23496,avtomobil,"автомобил, кола",,,,,,,,
14451,avtomobi?ny,автомобилен,,,,,,,,
17129,avtonomija,автономия,,,,,,,,
17130,avtonomny,"автономен, самостоен, самостоятелен",,,,,,,,
6449,avtopromysl,"автомобилна промишленост, автомобилна индустрия",,,,,,,,
87,avtor,автор,,,,,,,,
24393,avtoritarny,авторитарен,,,,,,,,
10869,avtoritativno,авторитетно,,,,,,,,
10871,avtoritativny,авторитетен,,,,,,,,
15772,avtoritet,авторитет,,,,,,,,
15774,avtoritetno,авторитетно,,,,,,,,
15775,avtoritetnos?,"власт, авторитет",,,,,,,,
15776,avtoritetny,авторитетен,,,,,,,,
15773,avtoritety,"власти, органи на властта",,,,,,,,
5034,avtorizacija,"авторизация, упълномощаване",,,,,,,,
5033,avtorizovati,упълномощавам,,,,,,,,
35314,avtorka,"авторка, жена-автор",,,,,,,,
35237,avtorsko pravo,авторско право,,,,,,,,
24398,avtorsky,авторски,,,,,,,,
17131,avtorstvo,авторство,,,,,,,,
35868,avtostop,пътуване на (авто)стоп,,,,,,,,
35870,avtostopnik,стопаджия,,,,,,,,
35869,avtostopovati,пътувам на стоп,,,,,,,,
24399,avtostrada,"шосе, магистрала",,,,,,,,
6451,avtostrahovka,автомобилна застраховка,,,,,,,,
6452,avtozavod,автомобилен завод,,,,,,,,
24400,avto?ir,"автожир, жирокоптер",,,,,,,,
24401,azalija,aзалия,,,,,,,,
36744,azbest,азбест,,,,,,,,
16924,azbuka,азбука (обикновено кирилица),,,,,,,,
76,Azerbajd?an,Азербайджан,,,,,,,,
92,Azija,Азия,,,,,,,,
542,azijatsky,азиатски,,,,,,,,
24407,azimut,азимут,,,,,,,,
22600,azot,азот,,,,,,,,
24409,azotisty,азотист,,,,,,,,
24410,azotny,азотен,,,,,,,,
17135,Azovsko morje,Азовско море,,,,,,,,
36440,azte?sky,ацтекски,,,,,,,,
36439,Aztek,ацтек,,,,,,,,
24411,azurny,лазурен,,,,,,,,
3591,a?,дори,,,,,,,,
2435,baba,баба,,,,,,,,
6460,babica,бабичка,,,,,,,,
24425,babin,бабин,,,,,,,,
24429,babka,"възрастна жена, старица",,,,,,,,
24430,babsky,женски,,,,,,,,
6459,babu?ka,"бабичка, бабишкера",,,,,,,,
35187,bacil,"бацил, микроб",,,,,,,,
32766,badminton,бадминтон,,,,,,,,
5070,bagatela,дреболия,,,,,,,,
1579,bagatelizovati,омаловажавам,,,,,,,,
2438,baga?,багаж,,,,,,,,
384,bagno,блато,,,,,,,,
22453,bahamsky,бахамски,,,,,,,,
22452,Bahamy,Бахамски острови,,,,,,,,
24437,bajati,"бърборя, разказвам небивалици",,,,,,,,
34833,bajati,"бая, чародействам",,,,,,,,
6465,bajka,"приказка, басня",,,,,,,,
36392,bajonet,байонет,,,,,,,,
6466,bajt,байт,,,,,,,,
24443,bak,резервоар,,,,,,,,
24444,bak,бак (предна част на плавателен съд),,,,,,,,
24445,bakalavr,бакалавър (степен),,,,,,,,
24448,baken,"бакан, бакен, буй, шамандура",,,,,,,,
35440,bakenbardy,бакенбарди,,,,,,,,
24453,bakla?an,патладжан,,,,,,,,
23505,bakterija,бактерия,,,,,,,,
24458,bakteriologija,бактериология,,,,,,,,
24459,bal,бал,,,,,,,,
31963,bala,бала,,,,,,,,
24461,balada,балада,,,,,,,,
24464,balalajka,балалайка,,,,,,,,
2440,balans,"баланс, равновесие",,,,,,,,
24467,balansir,балансьор,,,,,,,,
24468,balansovati,балансирам,,,,,,,,
24469,balast,баласт,,,,,,,,
24470,baldahin,балдахин,,,,,,,,
24471,balerina,балерина,,,,,,,,
6102,balet,балет,,,,,,,,
24474,balisti?ny,балистичен,,,,,,,,
24476,balistika,балистика,,,,,,,,
35340,balkansky,балкански,,,,,,,,
16824,Balkany,Балкани,,,,,,,,
153,balkon,балкон,,,,,,,,
24482,balon,балон,,,,,,,,
24483,balotovati,гласувам,,,,,,,,
23506,Balti?sko morje,Балтийско море,,,,,,,,
4737,balti?sky,балтийски,,,,,,,,
24484,balustrada,балюстрада,,,,,,,,
31785,balvan,"скала, канара",,,,,,,,
31786,balvan,"идиот, кретен",,,,,,,,
24487,balzam,балсам,,,,,,,,
24489,balzamovati,балсамирам,,,,,,,,
24490,bambus,бамбук,,,,,,,,
31717,bana?ny,"баналнен, скучен",,,,,,,,
24492,banan,банан,,,,,,,,
2439,banda,банда,,,,,,,,
24494,banda?,бандаж,,,,,,,,
493,bandit,бандит,,,,,,,,
24499,banditizm,бандитизъм,,,,,,,,
24500,bandura,бандура,,,,,,,,
24502,band?o,банджо,,,,,,,,
21847,baner,банер,,,,,,,,
24503,banja,баня,,,,,,,,
4668,bank,банка,,,,,,,,
24506,banka,банка,,,,,,,,
33326,banka,буркан,,,,,,,,
24507,banket,банкет,,,,,,,,
24508,bankir,банкер,,,,,,,,
16925,banknota,банкнота,,,,,,,,
36391,bankrot,банкрут,,,,,,,,
24510,bankrotstvo,"банкрут, несъстоятелност",,,,,,,,
23757,baobab,баобаб,,,,,,,,
24513,baptist,баптист,,,,,,,,
24514,baptizm,баптизъм (течение в протестантизма),,,,,,,,
24515,bar,бар,,,,,,,,
24516,baraban,барабан,,,,,,,,
14453,barak,"барака, колиба",,,,,,,,
32414,barak,казарма,,,,,,,,
