id,isv,translations,helperWords,match,?min,?avg,?max,Rmin,Rmax,comments
36348,aerodinami?ny,aerodynamick?,,,,,,,,
36349,aerodinamika,aerodynamika,,,,,,,,
33084,aerodrom,"leti?t?, aerodrom",,,,,,,,
3423,aeronavti?ny,"leteck?, aeronautick?",,,,,,,,
3424,aeronavtika,"letectv?, aeronautika, vzduchoplavba",,,,,,,,
6129,aeroplan,"letadlo, aeropl?n",,,,,,,,
99,aeroport,leti?t?,,,,,,,,
19629,afazija,"af?zie, porucha ?e?i",,,,,,,,
19630,afektivny,"afektivn?, citov?, emocion?ln?",,,,,,,,
35513,afera,"af?ra (cizolo?stv?), pom?r (rom?nek)",,,,,,,,
5754,Afganistan,Afgh?nist?n,,,,,,,,
5755,afgansky,afgh?nsk?,,,,,,,,
36756,aforizm,aforismus,,,,,,,,
4743,Afrika,Afrika,,,,,,,,
36719,Afrikan?c,Afri?an,,,,,,,,
36720,Afrikanka,Afri?anka,,,,,,,,
32850,afrikansky mr?vojed,mravene?n?k africk?,,,,,,,,
106,afrikansky,africk?,,,,,,,,
24102,Afroamerikanec,Afroameri?an,,,,,,,,
36283,afrodiziak,afrodiziakum,,,,,,,,
24105,agava,ag?ve,,,,,,,,
113,agencija,"agentura, kancel??",,,,,,,,
24107,agent,agent,,,,,,,,
24110,#agentura,"agentura, kancel??",,,,,,,,
24111,agitacija,agitace,,,,,,,,
24112,agitator,agit?tor,,,,,,,,
24113,agitka,"agitka, agita?n? let?k",,,,,,,,
24114,agitovati,agitovat,,,,,,,,
35785,aglomeracija,aglomerace,,,,,,,,
19631,aglutinacija,"aglutinace, shlukov?n?",,,,,,,,
24116,aglutinativny,aglutina?n?,,,,,,,,
24118,agnosticizm,agnosticismus,,,,,,,,
24119,agnostik,agnostik,,,,,,,,
24120,agonija,"ag?nie, utrpen?",,,,,,,,
24121,agonizovati,"agonizovat, tr?pit",,,,,,,,
24124,agrarny,agr?rn?,,,,,,,,
24125,agregat,agreg?t,,,,,,,,
24127,agresija,"agrese, ?tok",,,,,,,,
24128,agresivny,agresivn?,,,,,,,,
24129,agresor,"agresor, ?to?n?k",,,,,,,,
24130,agrikultura,"zem?d?lstv?, rolnictv?, agrikultura",,,,,,,,
24131,agronom,"agronom, rostlin??",,,,,,,,
24132,agronomi?ny,"zem?d?lsk?, agronomick?",,,,,,,,
24133,agronomija,agronomie,,,,,,,,
24134,ah,ach,,,,,,,,
24135,aha,aha,,,,,,,,
4886,ahoj,"ahoj, nazdar, ?au",,,,,,,,
24136,aj,"ej!, aj!, och!, ach!",,,,,,,,
24137,ajsberg,ledovec,,,,,,,,
24138,akacija,"akacie, ak?t",,,,,,,,
16262,akademi?sky,akademick?,,,,,,,,
4639,akademija,akademie,,,,,,,,
24141,akademik,akademik,,,,,,,,
34994,aka?je,"?k?n? (vyslovov?n? samohl?sky ""a"" v m?stech, kde je b??n? nebo se p??e ""o"")",,,,,,,,
6130,akcent,"p??zvuk, akcent, d?raz",,,,,,,,
24148,akcentovati,"akcentovat, zd?raz?ovat",,,,,,,,
24149,akcentuacija,"zv?razn?n?, zd?razn?n?, akcentace",,,,,,,,
4951,akceptacija,"akceptace, p?ijet?",,,,,,,,
111,akceptovati,"akceptovat, p?ij?mat",,,,,,,,
115,akcija,akcie (cenn? pap?r),,,,,,,,
2849,akcija,"akce, d?n?, ?in, skutek",,,,,,,,
24152,akcioner,akcion??,,,,,,,,
24153,akcionerny kapital,akciov? kapit?l,,,,,,,,
24154,akciz,spot?ebn? da?,,,,,,,,
24155,aklimatizacija,aklimatizace,,,,,,,,
24156,aklimatizovati,aklimatizovat,,,,,,,,
6387,akne,"akn?, uher, ne?id, pup?nek",,,,,,,,
17112,ako by,"jako kdyby, jako by",,,,,,,,
17113,ako by,"pokud by, jestli by, kdy?",,,,,,,,
17114,ako by,v p??pad?,,,,,,,,
6133,ako li,"pokud, jestli, jestli?e, pakli?e",,,,,,,,
23672,ako ne,"pokud ne, jestli?e ne",,,,,,,,
17076,ako,"pokud, kdy?, jestli, zda",,,,,,,,
17110,ako,"jako, jak",,,,,,,,
32593,akolada,"akol?da, svorka, spona (hud.)",,,,,,,,
36472,akolada,"akol?da (ob?ad), ocen?n?",,,,,,,,
24161,akomodacija,akomodace,,,,,,,,
24163,akompanement,doprovod (hud.),,,,,,,,
24164,akompaniator,"doprov?ze?, doprovod (hud.)",,,,,,,,
24165,akompanovati,doprov?zet (hud.),,,,,,,,
24167,akord,akord,,,,,,,,
24168,akordeon,"akordeon, harmonika",,,,,,,,
24169,akr,akr,,,,,,,,
24173,akrobat,akrobat,,,,,,,,
34769,akrobatika,akrobacie,,,,,,,,
24174,akrobatka,akrobatka,,,,,,,,
24175,akrobatsky,akrobatick?,,,,,,,,
33563,aksamit,"samet, aksamit, bar??n",,,,,,,,
33564,aksamitny,sametov?,,,,,,,,
32543,aksia?ny,"axi?ln?, osov?",,,,,,,,
24180,aksioma,axiom,,,,,,,,
119,akt,"akt, ?in, skutek, jedn?n?, ?kon",,,,,,,,
2307,aktivist,aktivista,,,,,,,,
24189,aktivistka,aktivistka,,,,,,,,
35786,aktivitet,"?innost, aktivita",,,,,,,,
16921,aktivno,aktivn?,,,,,,,,
5142,aktivnos?,"aktivita, ?innost",,,,,,,,
43,aktivny,aktivn?,,,,,,,,
24190,aktivovati,aktivovat,,,,,,,,
6134,aktor,herec,,,,,,,,
24194,aktorka,here?ka,,,,,,,,
36683,aktorsky,hereck?,,,,,,,,
24197,aktrisa,here?ka,,,,,,,,
34899,aktualizacija,aktualizace,,,,,,,,
34900,aktualizovati,aktualizovat,,,,,,,,
17117,aktua?nos?,"aktualita, aktu?ln? ud?lost, bezprost?edn? z?jem",,,,,,,,
5125,aktua?ny,"aktu?ln?, sou?asn?",,,,,,,,
20330,akula,?ralok,,,,,,,,
24201,akumulacija,akumulace,,,,,,,,
24202,akumulator,akumul?tor,,,,,,,,
24203,akumulovati,"hromadit, akumulovat",,,,,,,,
24204,akurat,"p?esn?, exaktn?, akur?tn?, akor?t",,,,,,,,
24205,akuratnos?,"p?esnost, akur?tnost",,,,,,,,
24206,akuratny,"p?esn?, akur?tn?",,,,,,,,
24207,akusti?ny,akustick?,,,,,,,,
24208,akustika,akustika,,,,,,,,
24210,aku?erka,porodn? asistentka,,,,,,,,
24211,aku?ersky,porodnick?,,,,,,,,
24212,aku?erstvo,porodnictv?,,,,,,,,
24213,akut,"akut, ostr? akcent",,,,,,,,
16922,akuzativ,akuzativ (4.p?d),,,,,,,,
24216,akvamarin,akvamar?n,,,,,,,,
24217,akvarelist,akvarelista,,,,,,,,
24218,akvarelj,akvarel,,,,,,,,
24219,akvarium,akv?rium,,,,,,,,
24220,akvedukt,akvadukt,,,,,,,,
24223,alabastr,alabastr,,,,,,,,
24224,alarm,"alarm, signalizace",,,,,,,,
133,Albanec,Alb?nec,,,,,,,,
4732,Albanija,Alb?nie,,,,,,,,
6388,Albanka,Alb?nka,,,,,,,,
142,albansky,alb?nsk?,,,,,,,,
23563,albatros,albatros,,,,,,,,
24248,album,album,,,,,,,,
134,ale,ale,,,,,,,,
24229,alegori?ny,alegorick?,,,,,,,,
5856,alegorija,alegorie,,,,,,,,
24231,aleja,"alej, t??da, bulv?r, avenue",,,,,,,,
36743,alergi?ny,alergick?,,,,,,,,
36742,alergija,alergie,,,,,,,,
45,alfabet,"alfabeta, abeceda",,,,,,,,
3968,alfabeti?ny,abecedn?,,,,,,,,
32939,alga,?asa (vodn?),,,,,,,,
23490,algebra,algebra,,,,,,,,
23492,algoritm,algoritmus,,,,,,,,
24238,alhimija,alchymie,,,,,,,,
24239,alhimik,alchymista,,,,,,,,
107,alians,"aliance, spojenectv?, svaz",,,,,,,,
24240,alibi,alibi,,,,,,,,
24241,aligator,alig?tor,,,,,,,,
24244,alimenty,"alimenty, v??ivn?",,,,,,,,
24245,aliteracija,"aliterace, n?slovn? r?m",,,,,,,,
24267,aljur,"p?vab, kouzlo, p?ita?livost",,,,,,,,
4647,alkohol,alkohol,,,,,,,,
4648,alkoholi?ny,alkoholick?,,,,,,,,
23277,alkoholik,alkoholik,,,,,,,,
24274,alkoholizm,alkoholismus,,,,,,,,
24253,alkov,"v?klenek, p??st?nek, nika",,,,,,,,
24279,allegro,allegro (hudba),,,,,,,,
24254,almanah,almanach,,,,,,,,
24281,almaz,diamant,,,,,,,,
24282,alo,hal?,,,,,,,,
24283,aloe,aloe,,,,,,,,
15759,alpijsky,alpsk?,,,,,,,,
5757,alpinist,alpinista,,,,,,,,
24256,alpinizm,alpinismus,,,,,,,,
59,Alpy,Alpy,,,,,,,,
23443,alt,viola,,,,,,,,
32998,alt,alt,,,,,,,,
35767,"altana, altanka","alt?n, alt?nek, bes?dka",,,,,,,,
24259,alternativa,alternativa,,,,,,,,
17119,alternativny,alternativn?,,,,,,,,
24261,altruist,altruista,,,,,,,,
24262,altruisti?ny,altruistick?,,,,,,,,
24263,altruizm,altruismus,,,,,,,,
22608,aluminij,"hlin?k, aluminium",,,,,,,,
24265,aluminijevy,"hlin?kov?, aluminiov?",,,,,,,,
35536,aluzija,"nar??ka, n?znak",,,,,,,,
24269,alveolarny,"alveol?rn?, d?s?ov?",,,,,,,,
5919,Al?irija,Al??rsko,,,,,,,,
35594,amater,amat?r,,,,,,,,
36059,ambar,stodola,,,,,,,,
127,ambasada,"velvyslanectv?, ambas?da",,,,,,,,
24290,ambicija,"ambice, aspirace",,,,,,,,
32530,ambiciozny,ambici?zn?,,,,,,,,
36759,ambivalentnos?,ambivalence,,,,,,,,
36758,ambivalentny,ambivalentn?,,,,,,,,
24291,ambrazura,ok?nko (kruhov?),,,,,,,,
24294,ameba,am?ba,,,,,,,,
131,Amerika,Amerika,,,,,,,,
136,Amerikanec,Ameri?an,,,,,,,,
6400,Amerikanka,Ameri?anka,,,,,,,,
6404,Amerikanska Samoa,Americk? Samoa,,,,,,,,
12580,Amerikanske D?vi?je Ostrovy,Americk? Panensk? ostrovy,,,,,,,,
52,amerikansky,americk?,,,,,,,,
24296,ametist,ametyst,,,,,,,,
23198,amfetamin,amfetamin,,,,,,,,
23197,amfiteatr,"amfite?tr, posluch?rna",,,,,,,,
19632,amin,?men,,,,,,,,
24298,amnestija,amnestie,,,,,,,,
24299,amnestovati,amnestovat,,,,,,,,
36331,amnezija,"amn?zie, ztr?ta pam?ti",,,,,,,,
24301,amonij,uhli?itan amonn? (cukr??sk? dro?d?),,,,,,,,
24302,amonijak,"amoniak, ?pavek",,,,,,,,
24304,amora?ny,"amor?ln?, nemor?ln?",,,,,,,,
24305,amortizacija,"amortizace, odpis",,,,,,,,
3835,amortizator,"tlumi?, amortiz?tor",,,,,,,,
24307,amortizovati,"amortizovat, odepsat",,,,,,,,
34096,amputacija,amputace,,,,,,,,
34095,amputovati,amputovat,,,,,,,,
36760,amulet,amulet,,,,,,,,
32325,amunicija,"st?elivo, munice",,,,,,,,
35336,anahroni?ny,anachronick?,,,,,,,,
35337,anahronizm,anachronismus,,,,,,,,
24309,analfabet,"analfabet, negramotn? ?lov?k",,,,,,,,
24310,analfabetizm,"analfabetismus, negramotnost",,,,,,,,
14440,analiti?no,analyticky,,,,,,,,
4172,analiti?ny,analytick?,,,,,,,,
904,analitik,analytik,,,,,,,,
4171,analiza,anal?za,,,,,,,,
3969,analizovati,analyzovat,,,,,,,,
16411,ana?ny,an?ln?,,,,,,,,
23209,analogi?ny,"analogick?, obdobn?",,,,,,,,
23208,analogija,analogie,,,,,,,,
32110,anamneza,anamn?za (inoformace o pacientovi),,,,,,,,
24311,ananas,ananas,,,,,,,,
5057,anarhija,anarchie,,,,,,,,
5058,anarhist,anarchista,,,,,,,,
23491,anarhizm,anarchismus,,,,,,,,
23494,anatomi?ny,anatomick?,,,,,,,,
23493,anatomija,anatomie,,,,,,,,
24312,Andora,Andora,,,,,,,,
5718,anekdota,anekdota,,,,,,,,
36190,aneksija,"anexe, z?bor, p?ipojen?",,,,,,,,
36191,aneksovati,"anektovat, zabrat, p?ipojit",,,,,,,,
20331,anemi?ny,"anemick?, chudokrevn?",,,,,,,,
20332,anemija,"an?mie, chudokrevnost",,,,,,,,
19633,anestezija,"anestezie, um?l? sp?nek",,,,,,,,
36752,anestezija,"anest?zie, nark?za",,,,,,,,
229,angel,and?l,,,,,,,,
24314,anglicizm,anglicismus,,,,,,,,
20333,"Angli?an, Angli?anin",Angli?an,,,,,,,,
35052,Anglija,Anglie,,,,,,,,
19634,anglijskoj?zy?ny,"anglickojazy?n?, anglicky mluv?c?",,,,,,,,
23464,anglijsky ro?ek,anglick? roh (hudebn? n?stroj),,,,,,,,
2850,anglijsky,anglick?,,,,,,,,
19635,anglosaksonsky,anglosask?,,,,,,,,
256,Angola,Angola,,,,,,,,
36537,animacija,animace,,,,,,,,
36700,animovany film,"animovan? film, kreslen? film",,,,,,,,
36798,anis,an?z,,,,,,,,
3797,anketa,dotazn?k,,,,,,,,
32722,anketa,"anketa, pr?zkum, pr?zkumu ve?ejn?ho m?n?n?",,,,,,,,
35755,anomalija,anom?lie,,,,,,,,
3949,anonimny,anonymn?,,,,,,,,
34753,antagonist,antagonista,,,,,,,,
35738,antagonizm,antagonismus,,,,,,,,
4898,Antarktida,Antarktida,,,,,,,,
32494,antena,ant?na,,,,,,,,
16368,anti-,"anti-, proti-",,,,,,,,
36753,antibiotik,antibiotikum,,,,,,,,
16367,anti?nos?,"antika, starov?k, d?vnov?k",,,,,,,,
16369,anti?ny,"antick?, starov?k?",,,,,,,,
17120,antihrist,antikrist,,,,,,,,
35717,antikvariat,"antikvari?t, staro?itnictv?, second-hand knihkupectv?",,,,,,,,
32493,antilopa,antilopa,,,,,,,,
22629,antimon,antimon,,,,,,,,
35432,antipatija,antipatie,,,,,,,,
22808,antisemitizm,antisemitismus,,,,,,,,
36754,antit?lo,protil?tka,,,,,,,,
35825,antologija,"antologie, v?b?r",,,,,,,,
23495,antropologija,antropologie,,,,,,,,
4952,anulacija,"anulace, zru?en?",,,,,,,,
37,anulovati,"zru?it, anulovat",,,,,,,,
16250,anus,"anus, ?i?",,,,,,,,
19636,aorist,aorist (slovesn? ?as - minul? jednoduch?),,,,,,,,
6263,aparat,"p??stroj, apar?t, aparatura",,,,,,,,
39,apelacija,"odvol?n?, apelace",,,,,,,,
15689,apelacijny s?d,odvolac? soud,,,,,,,,
15690,apelacijny,"odvolac?, apela?n?",,,,,,,,
15692,apelant,navrhovatel,,,,,,,,
60,apelovati,"apelovat, odvol?vat se",,,,,,,,
6422,apendektomija,"operace slep?ho st?eva, appendektomie",,,,,,,,
15764,apendiks,"slep? st?evo, apendix",,,,,,,,
150,apetit,"chu? k j?dlu, apetit",,,,,,,,
36574,aplikacija,aplikace,,,,,,,,
15240,aplodova?je,"nahr?v?n?, nata?en?",,,,,,,,
5624,aplodovati,"nahr?t, nat?hnout",,,,,,,,
36316,apokalipsa,apokalypsa,,,,,,,,
36315,apokalipti?ny,apokalyptick?,,,,,,,,
32728,aposteriorny,aposteriorn?,,,,,,,,
6167,apostol,apo?tol,,,,,,,,
32556,apostrof,apostrof,,,,,,,,
4026,aprilj,duben,,,,,,,,
32727,apriorny,apriorn?,,,,,,,,
35575,Arab,Arab,,,,,,,,
35576,Arabka,Arabka,,,,,,,,
2166,arabsky,arabsk?,,,,,,,,
36413,aran?evati,aran?ovat,,,,,,,,
36414,aran?man,aran?m?,,,,,,,,
19637,arbiter,"arbitr, rozhodce, rozhod??, soudce, sud?",,,,,,,,
36761,arbitra?,arbitr??,,,,,,,,
38,arcivojevoda,arciv?voda,,,,,,,,
5789,are?t,"zat?en?, arestace",,,,,,,,
122,are?tovati,"zatknout, arestovat",,,,,,,,
22388,Argentina,Argentina,,,,,,,,
22389,argentinsky,argentinsk?,,,,,,,,
22614,argon,argon,,,,,,,,
19638,argument,argument,,,,,,,,
19639,argumentacija,argumentace,,,,,,,,
19640,argumentovati,"argumentovat, tvrdit",,,,,,,,
4382,arhai?ny,archaick?,,,,,,,,
4383,arhaizm,archaismus,,,,,,,,
4419,arheolog,archeolog,,,,,,,,
4420,arheologi?ny,archeologick?,,,,,,,,
4418,arheologija,archeologie,,,,,,,,
6166,arhiepiskop,arcibiskup,,,,,,,,
36677,arhipelag,souostrov?,,,,,,,,
4893,arhitekt,architekt,,,,,,,,
4894,arhitektura,architektura,,,,,,,,
35659,arhitekturny,"architektonick?, archtekturn?",,,,,,,,
35235,arhiv,archiv,,,,,,,,
35281,arhivny,archivn?,,,,,,,,
35236,arhivovati,archivovat,,,,,,,,
5721,aristokracija,"aristokracie, ?lechta",,,,,,,,
5720,aristokrat,"aristokrat, ?lechtic",,,,,,,,
5722,aristokrati?ny,"aristokratick?, u?lechtil?",,,,,,,,
17124,aristokratka,"aristokratka, ?lechti?na",,,,,,,,
21256,aritmetika,aritmetika,,,,,,,,
17126,arka,archa,,,,,,,,
23500,Arkti?ny okean,"Severn? Ledov? Oce?n, Arktick? oce?n",,,,,,,,
5920,arkti?ny,"arktick?, pol?rn?",,,,,,,,
6206,Arktika,Arktida,,,,,,,,
5059,Armenija,Arm?nie,,,,,,,,
5060,arm?nsky,arm?nsk?,,,,,,,,
123,armija,"arm?da, vojsko",,,,,,,,
1851,arogancija,arogance,,,,,,,,
35635,arogantny,arogantn?,,,,,,,,
24324,aromat,"aroma, v?n?",,,,,,,,
22625,arsen,"arsen, arz?n",,,,,,,,
34,arsenal,"arzen?l, zbrojnice",,,,,,,,
35705,artefakt,artefakt,,,,,,,,
15244,arterija,"tepna, art?rie",,,,,,,,
24325,artikulacija,artikulace,,,,,,,,
24326,artilerija,"d?lost?electvo, artil?rie",,,,,,,,
33,artist,um?lec,,,,,,,,
15768,artisti?ny,um?leck?,,,,,,,,
31843,as,eso (karetn?),,,,,,,,
24327,asfalt,asfalt,,,,,,,,
24328,asfaltobeton,"asfaltov? beton, asfaltobeton",,,,,,,,
36762,asimetri?ny,"asymetrick?, nesymetrick?",,,,,,,,
16263,asimilacija,asimilace,,,,,,,,
6246,asimilovati,asimilovat,,,,,,,,
35787,asociacija,"sdru?en?, asociace",,,,,,,,
19641,aspekt,aspekt,,,,,,,,
21257,asteroid,asteroid,,,,,,,,
31854,astma,astma,,,,,,,,
22973,astrolog,astrolog,,,,,,,,
16264,astrologi?ny,astrologick?,,,,,,,,
4895,astrologija,astrologie,,,,,,,,
24330,astronavt,astronaut,,,,,,,,
21258,astronom,astronom,,,,,,,,
16265,astronomi?ny,astronomick?,,,,,,,,
18,astronomija,astronomie,,,,,,,,
32,ataka,?tok,,,,,,,,
3970,atakovati,"?to?it, atakovat",,,,,,,,
23503,ateist,ateista,,,,,,,,
23502,ateizm,ateismus,,,,,,,,
16923,atemati?ny,"atematick?, net?matick?",,,,,,,,
23526,Atiny,At?ny,,,,,,,,
23497,Atlanti?ny okean,Atlantsk? oce?n (Atlantik),,,,,,,,
35020,atlanti?ny,atlantick?,,,,,,,,
35093,atlet,"atlet, sportovec",,,,,,,,
35095,atleti?ny,"atletick?, sportovn?",,,,,,,,
35094,atletika,atletika,,,,,,,,
35084,atmosfera,atmosf?ra,,,,,,,,
4661,atom,atom,,,,,,,,
23321,atomna bomba,atomov? bomba,,,,,,,,
23184,atrakcija,"atrakce, p?ita?livost",,,,,,,,
35788,atraktivny,"atraktivn?, p?ita?liv?",,,,,,,,
36065,atut,trumf (karty),,,,,,,,
36825,au!,au!,,,,,,,,
36757,aura,aura,,,,,,,,
36767,aureola,"aureola, gloriola, svatoz??",,,,,,,,
36748,autist,autista,,,,,,,,
36749,autisti?ny,autistick?,,,,,,,,
36747,autizm,autismus,,,,,,,,
24332,avangarda,"p?edvoj, avantgarda",,,,,,,,
24334,avanpost,"p?edsunut? hl?dka, str??",,,,,,,,
24335,avans,z?loha,,,,,,,,
24337,avansovati,d?t z?lohu (p?edem),,,,,,,,
24339,avansovy,"z?lohov?, p?edem",,,,,,,,
24346,Avar,Avar,,,,,,,,
5766,avarija,"hav?rie, porucha, nehoda",,,,,,,,
24348,avarijny,"havarijn?, nouzov?",,,,,,,,
3053,avgust,srpen,,,,,,,,
62,aviacija,letectv?,,,,,,,,
17133,aviakarta,letenka,,,,,,,,
64,avialinija,"leteck? spole?nost, aerolinie, aerolinky",,,,,,,,
24356,aviator,"letec, pilot",,,,,,,,
233,avizo,"av?zo, zpr?va",,,,,,,,
36074,avokado,avok?do,,,,,,,,
70,Avstralija,Austr?lie,,,,,,,,
5756,avstralijsky,australsk?,,,,,,,,
75,Avstrija,Rakousko,,,,,,,,
35339,Avstrijec,Raku?an,,,,,,,,
35338,avstrijsky,rakousk?,,,,,,,,
22810,avtenti?ny,autentick?,,,,,,,,
2888,avto,"auto, automobil",,,,,,,,
24363,avtobiografi?ny,autobiografick?,,,,,,,,
24365,avtobiografija,autobiografie,,,,,,,,
14449,avtobomba,"bomba v aut?, automobilov? bomba, zaminovan? automobil",,,,,,,,
82,avtobus,autobus,,,,,,,,
35255,avtobusna linija,autobusov? linka,,,,,,,,
35254,avtobusna postojka,autobusov? zast?vka,,,,,,,,
24370,avtograf,autogram,,,,,,,,
24371,avtohton,"praobyvatel, starousedl?k, domorodec, autochton",,,,,,,,
24374,avtokracija,autokracie,,,,,,,,
24375,avtokrat,"samovl?dce, autokrat",,,,,,,,
83,avtomagistralj,"d?lnice, autostr?da, magistr?la",,,,,,,,
4358,avtomat,automat,,,,,,,,
24377,avtomat,samopal,,,,,,,,
4360,avtomati?no,automaticky,,,,,,,,
4359,avtomati?ny,automatick?,,,,,,,,
24383,avtomatika,automatika,,,,,,,,
24384,avtomatizacija,automatizace,,,,,,,,
24385,avtomatizm,automatismus,,,,,,,,
24386,avtomatizovati,automatizovat,,,,,,,,
23496,avtomobil,"automobil, auto",,,,,,,,
14451,avtomobi?ny,"automobiln?, automobilov?",,,,,,,,
17129,avtonomija,"samostatnost, autonomie",,,,,,,,
17130,avtonomny,autonomn?,,,,,,,,
6449,avtopromysl,automobilov? pr?mysl,,,,,,,,
87,avtor,autor,,,,,,,,
24393,avtoritarny,autorit??sk?,,,,,,,,
10869,avtoritativno,autoritativn?,,,,,,,,
10871,avtoritativny,autoritativn?,,,,,,,,
15772,avtoritet,autorita,,,,,,,,
15774,avtoritetno,autoritativn?,,,,,,,,
15775,avtoritetnos?,"opr?vn?n?, pravomoc",,,,,,,,
15776,avtoritetny,autoritativn?,,,,,,,,
15773,avtoritety,"spr?va, org?n(y)",,,,,,,,
5034,avtorizacija,"autorizace, povolen?",,,,,,,,
5033,avtorizovati,"opr?vnit, autorizovat",,,,,,,,
35314,avtorka,autorka,,,,,,,,
35237,avtorsko pravo,autorsk? pr?vo,,,,,,,,
24398,avtorsky,autorsk?,,,,,,,,
17131,avtorstvo,autorstv?,,,,,,,,
35868,avtostop,autostop,,,,,,,,
35870,avtostopnik,autostopa?,,,,,,,,
35869,avtostopovati,stopovat (auto),,,,,,,,
24399,avtostrada,"d?lnice, autostr?da",,,,,,,,
6451,avtostrahovka,poji?t?n? auta,,,,,,,,
6452,avtozavod,"automobilov? tov?rna, automobilka",,,,,,,,
24400,avto?ir,"autogyro, gyropl?n, v?rn?k, vrtuln?k",,,,,,,,
24401,azalija,azalka,,,,,,,,
36744,azbest,azbest,,,,,,,,
16924,azbuka,azbuka,,,,,,,,
76,Azerbajd?an,?zerb?jd??n,,,,,,,,
92,Azija,Asie,,,,,,,,
542,azijatsky,asijsk?,,,,,,,,
24407,azimut,azimut,,,,,,,,
22600,azot,dus?k,,,,,,,,
24409,azotisty,"dus?kat?, dusi?nanov?, ledkov?",,,,,,,,
24410,azotny,"dusi?n?, dus?kov?",,,,,,,,
17135,Azovsko morje,Azovsk? mo?e,,,,,,,,
36440,azte?sky,azt?ck?,,,,,,,,
36439,Aztek,Azt?k,,,,,,,,
24411,azurny,"azurov?, blankytn?",,,,,,,,
3591,a?,"a?, dokonce",,,,,,,,
2435,baba,"babi?ka, babi",,,,,,,,
6460,babica,babi?ka,,,,,,,,
24425,babin,babi?in,,,,,,,,
